TVD,SP,DEV,DGA,QT,TENS,RT1,POR,RA45,AC,M4R2,GR,PE,QCAL
2380.545,74.105,35.925,2.679,0.033,1162.834,7.064,16.631,0.958,284.728,1.963,77.911,7.333,1.004
2380.646,73.685,35.936,2.684,0.035,1164.229,7.615,14.705,0.969,277.62,1.941,79.986,7.421,1.004
2380.748,73.263,35.939,2.691,0.036,1164.229,7.905,13.396,0.97,269.756,1.961,81.71,7.472,1.004
2380.849,72.429,35.936,2.695,0.037,1164.229,8.188,12.612,0.985,261.885,2.024,83.002,7.465,1.004
2380.95,72.034,35.936,2.694,0.037,1163.531,8.451,12.111,1.01,255.26,2.133,83.976,7.484,1.004
2381.051,71.668,35.936,2.695,0.038,1162.834,8.863,12,1.073,252.312,2.287,84.004,7.573,1.004
2381.152,71.345,35.944,2.689,0.039,1162.137,8.997,11.935,1.099,252.529,2.49,83.156,7.738,1.004
2381.254,70.839,35.958,2.693,0.04,1162.137,9.087,11.921,1.105,251.828,2.737,82.588,7.91,1.004
2381.355,70.649,35.967,2.695,0.041,1162.137,9.149,11.698,1.097,249.059,3.018,83.367,7.847,1.004
2381.456,70.484,35.953,2.705,0.042,1162.137,9.234,11.966,1.059,248.069,3.312,84.422,7.436,1.004
2381.557,70.327,35.947,2.709,0.042,1162.137,9.281,12.609,1.05,252.119,3.582,84.151,6.904,1.004
2381.658,69.979,35.947,2.705,0.042,1160.743,9.34,13.706,1.06,258.367,3.792,82.857,6.585,1.004
2381.76,69.78,35.95,2.697,0.042,1160.743,9.413,14.876,1.084,262.385,3.911,81.631,6.564,1.004
2381.861,69.574,35.961,2.682,0.043,1160.046,9.599,15.135,1.174,263.531,3.957,80.431,6.769,1.004
2381.962,69.374,35.953,2.681,0.043,1160.046,9.703,14.189,1.209,260.619,3.961,78.742,7.151,1.004
2382.063,69.048,35.95,2.673,0.043,1160.046,9.804,12.646,1.23,250.5,3.964,77.153,7.659,1.004
2382.164,68.94,35.964,2.673,0.044,1159.349,9.899,11.114,1.242,237.073,3.994,77.528,8.192,1.004
2382.265,68.873,35.983,2.675,0.044,1158.651,10.073,9.936,1.246,227.412,4.07,79.418,8.703,1.004
2382.367,68.849,35.972,2.68,0.044,1157.954,10.17,9.506,1.26,226.943,0.814,80.919,9.152,1.004
2382.468,68.933,35.955,2.685,0.044,1158.651,10.277,9.599,1.289,235.054,0.8,81.425,9.424,1.004
2382.569,69.042,35.933,2.688,0.044,1158.651,10.397,9.822,1.325,246.214,0.789,81.983,9.402,1.004
2382.67,69.194,35.914,2.686,0.044,1161.44,10.665,10.09,1.382,252.42,0.781,82.429,9.088,1.004
2382.771,69.385,35.914,2.69,0.044,1163.531,10.804,10.736,1.393,254.744,0.777,81.919,8.742,1.004
2382.873,69.851,35.914,2.681,0.044,1164.926,10.94,11.2,1.388,256.074,0.776,80.449,8.582,1.004
2382.974,70.106,35.922,2.673,0.044,1167.017,11.074,11.786,1.371,254.077,0.777,78.438,8.531,1.004
2383.075,70.36,35.933,2.673,0.044,1169.109,11.312,12.389,1.356,250.209,0.78,77.171,8.433,1.003
2383.176,70.602,35.939,2.673,0.044,1169.806,11.414,12.609,1.366,249.419,0.783,78.204,8.315,1.003
2383.277,71.003,35.942,2.687,0.044,1169.109,11.508,12.45,1.382,250.568,0.786,81.591,8.21,1.004
2383.379,71.147,35.944,2.695,0.044,1168.411,11.596,12.491,1.4,251.291,0.785,83.98,8.139,1.004
2383.48,71.252,35.953,2.699,0.044,1168.411,11.776,13.676,1.411,251.786,0.779,83.308,8.119,1.004
2383.581,71.325,35.953,2.689,0.044,1169.806,11.884,15.47,1.399,253.299,0.767,80.861,8.12,1.005
2383.682,71.421,35.95,2.683,0.044,1171.2,12.006,17.44,1.378,258.055,0.749,79.26,8.098,1.004
2383.783,71.463,35.953,2.682,0.045,1173.292,12.146,19.358,1.364,266.993,0.728,78.905,8.054,1.004
2383.885,71.504,35.967,2.677,0.045,1174.686,12.457,20.432,1.37,277.78,0.706,78,8.016,1.005
2383.986,71.542,35.969,2.671,0.045,1175.383,12.614,20.801,1.395,287.128,0.684,76.022,7.979,1.004
2384.087,71.601,35.969,2.665,0.045,1175.383,12.761,19.99,1.42,291.541,0.664,73.639,7.935,1.005
2384.188,71.623,35.964,2.663,0.045,1174.686,12.894,18.255,1.439,288.091,0.645,72.304,7.914,0.998
2384.289,71.639,35.95,2.659,0.045,1170.503,13.092,15.623,1.433,277.023,0.625,72.59,7.932,0.998
2384.391,71.647,35.953,2.664,0.045,1169.806,13.154,13.877,1.412,263.333,0.606,74.007,7.956,0.998
2384.492,71.624,35.955,2.666,0.045,1170.503,13.197,12.655,1.392,250.75,0.587,76.138,7.964,0.998
2384.593,71.583,35.955,2.671,0.045,1171.2,13.223,11.935,1.384,241.455,0.569,78.321,7.946,0.998
2384.694,71.52,35.955,2.68,0.045,1172.594,13.217,11.808,1.395,237.301,0.554,78.753,7.873,0.998
2384.795,71.437,35.955,2.676,0.045,1173.292,13.181,11.702,1.41,237.854,0.541,77.694,7.743,0.998
2384.896,71.22,35.955,2.667,0.045,1174.686,13.125,11.36,1.42,239.801,0.531,77.103,7.595,0.998
2384.998,71.085,35.961,2.671,0.045,1174.686,13.042,11.013,1.417,240.997,0.523,78.253,7.47,0.998
2385.099,70.932,35.961,2.679,0.045,1173.989,12.816,10.844,1.364,241.542,0.516,79.338,7.399,0.998
2385.2,70.758,35.958,2.672,0.045,1173.292,12.683,10.899,1.331,241.324,0.511,78.661,7.385,0.998
2385.301,70.354,35.967,2.676,0.045,1173.292,12.54,11.457,1.308,240.249,0.507,77.661,7.367,0.998
2385.402,70.129,35.972,2.673,0.045,1173.292,12.386,11.615,1.291,238.956,0.504,78.653,7.329,0.998
2385.504,69.894,35.978,2.684,0.045,1175.383,11.998,11.883,1.285,239.064,0.503,81.705,7.291,0.998
2385.605,69.648,35.978,2.7,0.045,1176.08,11.742,12.726,1.267,243.049,0.502,83.761,7.27,0.998
2385.706,69.122,35.955,2.698,0.045,1176.08,11.429,13.979,1.234,250.838,0.503,83.429,7.265,0.998
2385.807,68.835,35.928,2.689,0.044,1176.08,11.06,14.949,1.184,257.777,0.505,81.657,7.268,0.998
2385.908,68.531,35.875,2.688,0.044,1174.686,10.204,15.176,1.048,261.25,0.508,81.041,7.267,0.998
2386.01,68.209,35.855,2.688,0.044,1173.292,9.769,14.787,0.991,264.139,2.614,81.895,7.253,0.998
2386.111,67.512,35.842,2.688,0.043,1171.897,9.373,15.155,0.948,268.459,2.444,81.749,7.225,0.998
2386.212,67.136,35.83,2.682,0.043,1171.897,9.036,16.885,0.926,274.202,2.278,79.126,7.19,0.998
2386.313,66.74,35.808,2.666,0.043,1173.292,8.609,19.235,0.93,282.599,2.125,75.077,7.169,0.998
2386.414,66.324,35.819,2.665,0.041,1173.989,8.515,21.718,0.935,292.793,1.991,72.528,7.214,0.998
2386.516,65.424,35.842,2.66,0.04,1173.292,8.472,22.039,0.942,299.757,1.884,72.252,7.348,0.998
2386.617,64.942,35.872,2.663,0.038,1171.897,8.472,20.872,0.944,298.108,1.808,73.644,7.547,0.998
2386.719,64.442,35.93,2.669,0.037,1169.806,8.481,18.214,0.964,287.099,1.766,76.114,7.748,0.998
2386.82,63.924,35.95,2.687,0.035,1169.806,8.454,14.986,0.99,272.343,1.762,79.182,7.893,0.998
2386.921,62.841,35.972,2.697,0.034,1171.2,8.405,12.138,1.025,260.298,1.792,81.689,7.994,0.998
2387.022,62.28,35.989,2.7,0.032,1175.383,8.335,10.584,1.07,252.912,1.852,82.95,8.102,0.998
2387.124,61.708,36.005,2.698,0.031,1185.84,8.164,10.162,1.141,249.834,1.939,83.289,8.221,0.998
2387.225,61.128,36.005,2.695,0.031,1190.023,8.077,9.811,1.155,250.68,2.039,83.36,8.368,0.998
2387.326,59.936,36.005,2.69,0.031,1192.811,7.992,9.704,1.159,252.566,2.143,83.03,8.494,0.998
2387.427,59.319,36.003,2.688,0.032,1192.811,7.916,9.941,1.152,252.716,2.237,82.21,8.601,0.998
2387.528,58.68,35.997,2.681,0.032,1186.537,7.777,10.153,1.15,250.794,2.315,81.056,8.799,0.998
2387.629,58.016,35.992,2.679,0.033,1181.657,7.714,10.493,1.166,248.381,2.372,79.82,9.056,0.998
2387.73,56.606,35.989,2.678,0.033,1178.172,7.65,10.666,1.186,246.179,2.412,78.971,9.201,0.998
2387.832,55.861,35.983,2.673,0.034,1176.777,7.59,10.444,1.203,243.581,2.44,79.068,9.251,0.998
2387.933,55.088,35.972,2.678,0.034,1177.474,7.506,10.334,1.196,239.907,2.462,79.592,9.265,0.998
2388.034,54.286,35.967,2.683,0.034,1180.263,7.491,10.157,1.178,236.312,2.484,80.434,9.22,0.998
2388.135,52.591,35.958,2.689,0.034,1182.354,7.498,9.694,1.154,235.904,2.51,82.682,9.153,0.998
2388.236,51.7,35.95,2.707,0.034,1183.749,7.531,9.197,1.142,239.451,2.544,86.102,9.141,0.998
2388.337,50.786,35.944,2.712,0.034,1186.537,7.635,8.908,1.179,244.878,2.587,88.119,9.147,0.998
2388.438,49.856,35.947,2.711,0.034,1186.537,7.694,9.366,1.219,249.345,2.639,87.534,9.106,0.998
2388.54,47.966,35.953,2.702,0.034,1186.537,7.74,9.738,1.26,251.633,2.699,86.016,9.119,0.998
2388.641,47.008,35.958,2.698,0.034,1185.84,7.765,9.642,1.287,251.338,2.76,85.427,9.186,0.998
2388.742,46.043,35.964,2.701,0.034,1183.052,7.715,9.521,1.276,249.39,2.816,85.155,9.171,0.998
2388.843,45.076,35.958,2.696,0.035,1180.263,7.638,9.742,1.24,248.267,2.855,83.567,9.095,0.998
2388.945,43.169,35.953,2.684,0.035,1177.474,7.525,10.53,1.2,251.402,2.871,80.376,9.225,0.998
2389.046,42.251,35.95,2.671,0.035,1174.686,7.381,11.36,1.166,256.517,2.851,77.511,9.365,0.998
2389.147,41.37,35.958,2.671,0.035,1171.2,7.014,12.049,1.125,260.348,2.794,76.808,9.421,0.998
2389.248,40.538,35.975,2.674,0.035,1170.503,6.806,12.31,1.121,262.817,2.703,78.301,9.453,0.998
2389.349,39.078,35.994,2.683,0.035,1171.897,6.593,12.709,1.113,264.026,2.582,80.051,9.409,0.998
2389.45,38.481,36.011,2.686,0.035,1173.292,6.388,13.565,1.097,264.961,2.444,80.231,9.301,0.998
2389.552,37.993,36.017,2.687,0.035,1174.686,6.021,14.395,1.034,270.092,2.3,80.401,9.154,0.998
2389.653,37.623,36.017,2.699,0.037,1173.292,5.868,14.669,1.001,281.212,2.158,81.899,8.813,0.998
2389.754,37.249,36.028,2.719,0.038,1172.594,5.736,14.278,0.979,294.361,2.027,84.972,8.131,0.998
2389.855,37.24,36.042,2.74,0.04,1171.2,5.623,13.751,0.973,305.47,1.909,88.599,7.33,0.998
2389.956,37.343,36.064,2.761,0.042,1169.806,5.432,13.083,0.999,313.667,1.809,92.29,6.825,0.998
2390.057,37.557,36.069,2.791,0.043,1170.503,5.343,11.928,1.008,317.587,1.725,96.581,6.686,0.998
2390.158,38.337,36.075,2.833,0.045,1171.2,5.244,10.163,1.007,317.072,1.656,101.329,6.662,0.998
2390.259,38.922,36.089,2.877,0.046,1171.897,5.137,7.539,0.989,315.395,1.602,105.597,6.603,0.998
2390.36,39.648,36.117,2.898,0.048,1173.292,4.907,4.265,0.913,315.555,1.557,107.753,6.546,0.998
2390.461,40.521,36.108,2.896,0.049,1173.292,4.783,4.962,0.875,316.643,1.521,107.299,6.54,0.998
2390.563,42.726,36.097,2.885,0.049,1171.897,4.656,7.114,0.842,318.028,1.488,105.798,6.548,0.998
2390.664,44.063,36.083,2.882,0.05,1170.503,4.53,7.446,0.822,321.544,1.457,105.46,6.504,0.998
2390.764,45.558,36.072,2.889,0.051,1168.411,4.307,6.142,0.8,328.615,1.427,106.464,6.43,0.998
2390.865,47.208,36.064,2.904,0.052,1167.017,4.223,3.263,0.788,337.518,1.398,108.368,6.386,0.998
2390.967,50.891,36.061,2.923,0.053,1165.623,4.159,0.585,0.779,346.143,1.373,110.551,6.269,0.998
2391.067,52.842,36.069,2.956,0.054,1164.229,4.114,0.015,0.769,353.978,1.357,113.212,6.001,0.998
2391.168,54.788,36.105,3,0.055,1164.229,4.063,0,0.787,359.691,1.352,116.254,5.887,0.998
2391.27,56.668,36.122,3,0.056,1163.531,4.053,0,0.82,361.949,1.364,118.444,6.209,0.998
2391.371,60.035,36.136,3,0.056,1162.834,4.047,0,0.862,361.34,1.398,118.361,6.868,0.998
2391.472,61.46,36.139,2.986,0.057,1162.834,4.035,0.005,0.92,357.487,1.453,115.247,7.622,0.998
2391.573,62.692,36.133,2.912,0.057,1163.531,3.986,1.634,1.003,348.893,1.533,109.681,8.214,0.998
2391.674,63.732,36.117,2.846,0.057,1164.229,3.95,14.372,1.02,338.344,1.638,101.998,8.506,0.998
2391.775,65.265,36.092,2.775,0.058,1165.623,3.911,20.718,1.025,330.117,1.761,92.602,8.497,0.998
2391.875,65.796,36.061,2.723,0.058,1169.109,3.876,25.008,1.015,326.23,1.898,83.084,8.415,0.998
2391.977,66.205,35.997,2.693,0.059,1176.777,3.813,26.887,1.006,327.095,2.035,76.491,8.387,0.998
2392.077,66.519,35.964,2.679,0.059,1179.566,3.785,27.381,1.012,331.431,2.157,73.889,8.358,0.998
2392.178,66.948,35.93,2.674,0.06,1181.657,3.76,27.613,1.021,335.76,2.245,73.622,8.353,0.998
2392.28,67.096,35.908,2.671,0.06,1182.354,3.741,27.949,1.023,337.992,2.295,73.52,8.478,0.998
2392.381,67.214,35.9,2.663,0.061,1178.869,3.712,27.913,0.986,338.128,2.302,72.543,8.725,0.998
2392.482,67.309,35.9,2.659,0.061,1177.474,3.702,27.61,0.952,336.698,2.271,71.295,8.955,0.998
2392.583,67.433,35.897,2.657,0.062,1177.474,3.695,26.977,0.913,335.106,2.214,70.898,9.115,0.998
2392.684,67.454,35.9,2.66,0.062,1179.566,3.696,26.352,0.881,334.063,2.137,71.87,9.262,0.998
2392.785,67.441,35.914,2.666,0.063,1185.143,3.72,25.84,0.853,333.325,2.05,74.312,9.411,0.998
2392.887,67.387,35.933,2.674,0.063,1188.629,3.747,25.541,0.85,333.173,1.955,77.144,9.555,0.998
2392.988,67.116,35.942,2.686,0.063,1192.114,3.789,25.664,0.839,333.685,1.858,78.988,9.66,0.998
2393.089,66.877,35.944,2.692,0.063,1194.206,3.848,25.763,0.824,333.112,1.761,79.913,9.675,0.998
2393.19,66.554,35.953,2.691,0.063,1192.811,4.011,25.565,0.775,331.116,1.669,80.506,9.612,0.998
2393.292,66.14,35.953,2.684,0.063,1190.72,4.11,25.645,0.752,329.22,1.588,79.904,9.559,0.998
2393.393,65.024,35.953,2.676,0.063,1189.326,4.209,26.685,0.738,327.742,1.52,76.88,9.5,0.998
2393.494,64.324,35.953,2.666,0.063,1187.932,4.302,27.318,0.74,326.621,1.469,73.57,9.437,0.998
2393.595,63.531,35.958,2.66,0.063,1184.446,4.445,27.082,0.785,327.05,1.437,72.625,9.396,0.998
2393.697,62.645,35.975,2.667,0.061,1183.052,4.486,26.36,0.809,328.664,1.42,74.934,9.358,0.998
2393.798,60.603,35.978,2.682,0.059,1180.96,4.505,25.967,0.822,330.329,1.418,77.47,9.31,0.998
2393.899,59.463,35.98,2.681,0.058,1178.869,4.502,25.861,0.819,331.742,1.426,78.552,9.261,0.998
2394,58.264,35.983,2.679,0.056,1176.777,4.457,26.202,0.772,332.788,1.438,78.247,9.22,0.998
2394.101,57.027,36,2.675,0.054,1176.08,4.431,26.592,0.753,332.839,1.445,77.311,9.171,0.998
2394.202,54.508,36.022,2.676,0.052,1176.777,4.408,27.281,0.749,331.575,1.441,75.865,9.096,0.998
2394.303,53.251,36.042,2.675,0.05,1178.172,4.39,27.372,0.763,329.34,1.424,74.487,8.992,0.998
2394.405,52.002,36.072,2.674,0.048,1182.354,4.364,27.363,0.815,327.083,1.393,73.927,8.901,0.998
2394.506,50.766,36.083,2.668,0.047,1182.354,4.354,26.699,0.836,325.267,1.357,74.74,8.859,0.998
2394.607,48.359,36.092,2.689,0.046,1181.657,4.345,25.702,0.848,323.54,1.322,76.821,8.851,0.998
2394.708,47.214,36.103,2.707,0.045,1180.96,4.334,23.36,0.847,321.997,1.294,80.243,8.818,0.998
2394.809,46.128,36.094,2.735,0.044,1180.263,4.314,19.906,0.838,320.825,1.278,85.293,8.732,0.998
2394.91,45.121,36.089,2.77,0.043,1179.566,4.292,16.294,0.841,319.093,1.276,90.242,8.597,0.998
2395.011,43.416,36.083,2.797,0.043,1179.566,4.261,13.953,0.856,316.676,1.289,93.464,8.455,0.998
2395.112,42.746,36.072,2.813,0.042,1180.263,4.22,12.575,0.882,314.775,1.317,95.413,8.351,0.998
2395.213,42.207,36.061,2.83,0.041,1180.96,4.119,11.156,0.927,313.57,1.357,97.557,8.139,0.998
2395.314,41.795,36.053,2.862,0.042,1179.566,4.063,8.743,0.939,312.83,1.407,100.806,7.689,0.998
2395.415,41.321,36.047,2.895,0.043,1178.172,4.005,2.631,0.937,313.103,1.462,104.276,7.173,0.998
2395.516,41.234,36.047,2.925,0.045,1176.777,3.947,0.151,0.926,314.383,1.518,106.428,6.796,0.998
2395.617,41.227,36.042,2.941,0.046,1177.474,3.847,0.02,0.922,316.163,1.57,107.26,6.547,0.998
2395.718,41.283,36.03,2.965,0.048,1178.172,3.801,0.012,0.929,318.152,1.615,108.707,6.387,0.998
2395.819,41.498,36.019,3,0.049,1178.172,3.764,0,0.944,319.47,1.646,111.086,6.308,0.998
2395.92,41.609,36.011,3,0.05,1178.869,3.723,0,0.956,319.282,1.663,112.377,6.289,0.998
2396.021,41.689,36.028,3,0.052,1180.263,3.627,0,0.941,317.761,1.664,111.42,6.343,0.998
2396.123,41.715,36.042,2.983,0.052,1180.96,3.576,0.005,0.917,315.777,1.648,109.918,6.45,0.998
2396.224,41.524,36.061,2.972,0.053,1180.96,3.531,0.009,0.882,314.819,1.62,109.241,6.502,0.998
2396.325,41.284,36.08,2.953,0.053,1181.657,3.497,0.015,0.851,315.757,1.58,108.061,6.504,0.998
2396.426,40.95,36.108,2.912,0.054,1181.657,3.46,1.214,0.823,316.996,1.534,105.248,6.699,0.998
2396.527,40.544,36.117,2.878,0.054,1179.566,3.458,8.035,0.827,316.928,1.487,101.848,7.15,0.998
2396.628,39.657,36.125,2.852,0.055,1178.172,3.466,11.383,0.83,316.584,1.445,99.317,7.495,0.998
2396.729,39.239,36.114,2.843,0.055,1176.08,3.476,12.046,0.825,316.559,1.413,98.417,7.425,0.998
2396.83,38.865,36.078,2.857,0.055,1173.292,3.505,10.977,0.809,316.308,1.394,99.636,7.026,0.998
2396.931,38.54,36.05,2.882,0.056,1174.686,3.521,7.562,0.797,317.339,1.39,102.015,6.663,0.998
2397.032,38.047,36.025,2.986,0.056,1178.869,3.539,0.005,0.794,321.023,1.398,103.517,6.59,0.998
2397.133,37.887,36.011,2.984,0.056,1184.446,3.556,0.006,0.809,324.61,1.416,103.116,6.723,0.998
2397.234,37.799,36.019,2.98,0.056,1189.326,3.585,0.007,0.869,324.924,1.441,101.924,6.866,0.998
2397.335,37.796,36.028,2.981,0.056,1189.326,3.593,0.007,0.908,322.513,1.469,102.226,6.873,0.998
2397.436,38.069,36.042,2.989,0.056,1187.931,3.596,0.004,0.938,320.576,1.497,104.356,6.739,0.998
2397.537,38.334,36.055,2.997,0.056,1186.537,3.593,0.001,0.951,319.783,1.524,106.804,6.658,0.998
2397.638,38.664,36.094,3,0.057,1183.052,3.565,0,0.915,319.826,1.549,107.424,6.655,0.998
2397.739,39.04,36.103,2.999,0.057,1184.446,3.538,0,0.89,321.539,1.569,107.231,6.603,0.998
2397.84,39.839,36.103,3,0.058,1188.629,3.506,0,0.876,323.67,1.58,107.504,6.568,0.998
2397.941,40.22,36.094,3,0.058,1194.206,3.473,0,0.871,322.946,1.581,107.862,6.672,0.998
2398.042,40.552,36.067,2.997,0.059,1201.874,3.409,0.001,0.882,320.595,1.569,106.737,6.843,0.998
2398.144,40.809,36.055,2.988,0.059,1202.571,3.38,0.004,0.883,319.216,1.545,104.186,6.939,0.998
2398.244,41.019,36.055,2.983,0.06,1203.269,3.352,0.006,0.873,319.038,1.512,102.904,6.995,0.998
2398.345,40.967,36.061,2.986,0.06,1201.177,3.327,0.005,0.854,320.653,1.471,103.696,7.098,0.998
2398.447,40.833,36.083,2.988,0.061,1192.811,3.289,0.004,0.804,323.902,1.427,104.078,7.409,0.998
2398.548,40.644,36.097,2.978,0.061,1189.326,3.274,0.007,0.79,325.602,1.384,101.527,7.89,0.999
2398.649,40.217,36.103,2.961,0.061,1185.84,3.261,0.013,0.788,325.307,1.345,96.381,8.167,0.999
2398.75,40.015,36.097,2.946,0.061,1182.354,3.243,0.018,0.796,324.461,1.315,92.071,7.981,0.998
2398.851,39.826,36.067,2.944,0.061,1176.777,3.205,0.019,0.817,323.325,1.294,91.534,7.458,0.999
2398.952,39.637,36.05,2.954,0.061,1176.08,3.187,0.016,0.817,323.79,1.282,94.394,7.037,0.999
2399.053,39.198,36.039,2.965,0.061,1176.08,3.174,0.012,0.807,327.279,1.277,97.49,7.041,0.999
2399.154,38.927,36.028,2.968,0.061,1176.777,3.168,0.011,0.792,329.596,1.278,98.405,7.49,1
2399.255,38.625,36.022,2.963,0.061,1182.354,3.179,0.013,0.781,328.427,1.281,96.893,8.062,0.999
2399.356,38.307,36.019,2.955,0.061,1184.446,3.191,0.015,0.787,325.87,1.287,94.634,8.385,0.999
2399.457,37.687,36.019,2.95,0.06,1184.446,3.203,0.017,0.809,322.789,1.295,93.241,8.265,1
2399.558,37.4,36.019,2.953,0.06,1183.749,3.215,0.016,0.834,319.948,1.307,94.074,8.057,1
2399.659,37.124,36.019,2.965,0.06,1180.263,3.223,0.012,0.859,319.789,1.322,97.576,7.878,1.001
2399.76,36.85,36.014,2.981,0.06,1176.777,3.221,0.007,0.856,321.991,1.342,102.146,7.622,1.001
2399.861,36.308,36.014,2.989,0.06,1174.686,3.222,0.004,0.841,323.425,1.365,104.358,7.436,1
2399.962,36.074,36.014,2.982,0.06,1175.383,3.23,0.006,0.832,323.029,1.39,102.446,7.666,1.001
2400.063,35.904,36.03,2.967,0.06,1183.052,3.265,0.011,0.854,321.546,1.417,98.244,8.249,1.001
2400.165,35.826,36.039,2.957,0.061,1187.234,3.289,0.015,0.885,319.508,1.446,95.379,8.584,1.001
2400.266,36.019,36.044,2.955,0.062,1191.417,3.315,0.015,0.922,318.098,1.478,94.609,8.488,1.001
2400.367,36.296,36.044,2.954,0.064,1194.903,3.341,0.016,0.949,318.308,1.513,94.552,7.974,1.001
2400.468,36.683,36.019,2.955,0.065,1193.509,3.389,0.015,0.971,319.599,1.55,94.809,7.283,1.001
2400.569,37.162,36.003,2.963,0.066,1189.326,3.407,0.013,0.962,321.557,1.588,97.156,6.601,1.001
2400.67,38.304,35.994,2.981,0.067,1185.143,3.419,0.007,0.948,324.149,1.621,102.281,6.053,1.001
2400.771,38.913,35.986,2.997,0.069,1180.96,3.427,0.001,0.942,326.22,1.648,106.756,5.768,1.001
2400.872,39.516,35.997,3,0.07,1174.686,3.443,0,0.95,327.348,1.664,107.585,5.967,1.002
2400.973,40.1,36.008,2.989,0.07,1174.686,3.445,0.004,0.964,327.954,1.669,104.495,6.676,1.001
2401.074,41.185,36.019,2.974,0.07,1175.383,3.438,0.009,0.968,326.96,1.665,100.111,7.749,1.001
2401.176,41.671,36.033,2.959,0.071,1176.08,3.42,0.014,0.959,323.437,1.652,95.698,8.782,1.001
2401.277,42.092,36.033,2.951,0.071,1176.08,3.35,0.017,0.901,319.127,1.634,93.415,9.299,1.002
2401.378,42.409,36.014,2.955,0.071,1175.383,3.309,0.016,0.86,316.257,1.612,94.474,9.174,1.001
2401.479,42.543,35.992,2.966,0.071,1173.989,3.271,0.012,0.834,315.258,1.587,98.019,8.74,1.001
2401.58,42.297,35.969,2.974,0.071,1171.897,3.241,0.009,0.817,315.567,1.557,100.33,8.416,1.001
2401.681,41.838,35.953,2.972,0.072,1173.989,3.215,0.01,0.812,316.823,1.524,99.631,8.454,1.001
2401.782,41.194,35.955,2.961,0.068,1178.869,3.219,0.013,0.814,318.607,1.491,96.552,8.692,1.001
2401.883,39.529,35.955,2.949,0.065,1184.446,3.236,0.017,0.81,319.698,1.461,93.04,8.861,1.001
2401.985,38.595,35.964,2.943,0.061,1190.023,3.264,0.019,0.807,319.187,1.44,91.131,8.898,1.001
2402.086,37.636,36.005,2.946,0.058,1197.691,3.343,0.018,0.797,317.814,1.43,92.101,8.881,1.002
2402.187,36.679,36.036,2.953,0.055,1198.389,3.389,0.016,0.809,316.901,1.433,94.258,8.851,1.002
2402.288,34.864,36.064,2.959,0.051,1195.6,3.436,0.014,0.83,316.616,1.449,95.907,8.836,1.002
2402.389,34.051,36.078,2.959,0.048,1191.417,3.483,0.014,0.857,316.293,1.478,95.902,8.854,1.002
2402.49,33.323,36.086,2.957,0.045,1186.537,3.569,0.015,0.915,315.958,1.517,95.369,8.889,1.002
2402.592,32.685,36.094,2.957,0.045,1190.023,3.613,0.015,0.93,316.357,1.566,95.327,8.666,1.001
2402.693,31.671,36.094,2.963,0.046,1197.692,3.66,0.013,0.932,317.408,1.623,97.188,7.894,1.001
2402.794,31.278,36.089,2.975,0.047,1205.36,3.704,0.009,0.923,318.051,1.686,100.474,6.806,1.001
2402.895,30.948,36.089,2.983,0.048,1217.211,3.782,0.006,0.918,318.056,1.751,102.918,6.015,1.001
2402.996,30.671,36.083,2.982,0.049,1220,3.816,0.006,0.927,318.043,1.814,102.425,5.745,1.001
2403.097,30.221,36.086,2.975,0.05,1219.303,3.846,0.009,0.948,317.888,1.87,100.426,5.757,1.001
2403.198,30.015,36.1,2.971,0.051,1213.726,3.872,0.01,0.975,317.166,1.918,99.221,5.814,1.001
2403.299,29.798,36.13,2.971,0.052,1199.783,3.911,0.01,1,316.164,1.957,99.258,5.856,1.001
2403.4,29.558,36.142,2.966,0.051,1195.6,3.924,0.011,0.994,315.477,1.988,98.498,5.921,1.001
2403.501,28.984,36.147,2.954,0.051,1194.206,3.933,0.014,0.976,315.02,2.012,95.639,6.003,1.001
2403.602,28.655,36.147,2.943,0.051,1194.206,3.942,0.018,0.957,313.772,2.03,92.631,6.02,1.001
2403.703,28.31,36.114,2.94,0.05,1199.783,3.962,0.019,0.946,311.359,2.041,91.688,5.987,1.001
2403.803,27.964,36.083,2.946,0.05,1202.571,3.969,0.017,0.961,309.167,2.045,93.33,6.022,1.001
2403.905,27.319,36.053,2.953,0.049,1203.966,3.976,0.015,0.986,308.247,2.04,95.172,6.077,1.001
2404.005,27.035,36.03,2.959,0.049,1204.663,3.976,0.014,1.003,308.122,2.027,96.204,6.006,1.001
2404.106,26.779,36.03,2.974,0.049,1206.754,3.972,0.009,1.007,309.09,2.006,97.343,5.891,1.001
2404.208,26.551,36.039,2.977,0.048,1206.754,3.967,0.008,0.989,311.357,1.977,99.282,5.859,1.001
2404.309,26.193,36.039,2.982,0.048,1206.057,3.96,0.006,0.967,313.397,1.942,101.324,5.865,1.001
2404.41,26.085,36.039,2.984,0.047,1202.571,3.956,0.006,0.954,314.373,1.902,102.778,5.844,1
2404.511,26.042,36.044,2.985,0.046,1194.903,3.95,0.005,0.956,315.27,1.856,103.081,5.77,1
2404.612,26.074,36.053,2.984,0.046,1190.023,3.947,0.006,0.97,317.455,1.809,102.749,5.675,1
2404.713,26.371,36.055,2.98,0.045,1185.143,3.946,0.007,0.978,321.51,1.761,102.612,5.642,1
