DGA,QT,RT1,POR,RA45,PE,M4R2,QCAL
2.963,0.066,3.407,0.013,0.962,6.601,1.588,1.001
2.981,0.067,3.419,0.007,0.948,6.053,1.621,1.001
2.997,0.069,3.427,0.001,0.942,5.768,1.648,1.001
3,0.07,3.443,0,0.95,5.967,1.664,1.002
2.989,0.07,3.445,0.004,0.964,6.676,1.669,1.001
2.974,0.07,3.438,0.009,0.968,7.749,1.665,1.001
2.959,0.071,3.42,0.014,0.959,8.782,1.652,1.001
2.951,0.071,3.35,0.017,0.901,9.299,1.634,1.002
2.955,0.071,3.309,0.016,0.86,9.174,1.612,1.001
2.966,0.071,3.271,0.012,0.834,8.74,1.587,1.001
2.974,0.071,3.241,0.009,0.817,8.416,1.557,1.001
2.972,0.072,3.215,0.01,0.812,8.454,1.524,1.001
2.961,0.068,3.219,0.013,0.814,8.692,1.491,1.001
2.949,0.065,3.236,0.017,0.81,8.861,1.461,1.001
2.943,0.061,3.264,0.019,0.807,8.898,1.44,1.001
2.946,0.058,3.343,0.018,0.797,8.881,1.43,1.002
2.953,0.055,3.389,0.016,0.809,8.851,1.433,1.002
2.959,0.051,3.436,0.014,0.83,8.836,1.449,1.002
2.959,0.048,3.483,0.014,0.857,8.854,1.478,1.002
2.957,0.045,3.569,0.015,0.915,8.889,1.517,1.002
2.957,0.045,3.613,0.015,0.93,8.666,1.566,1.001
2.963,0.046,3.66,0.013,0.932,7.894,1.623,1.001
2.975,0.047,3.704,0.009,0.923,6.806,1.686,1.001
2.983,0.048,3.782,0.006,0.918,6.015,1.751,1.001
2.982,0.049,3.816,0.006,0.927,5.745,1.814,1.001
2.975,0.05,3.846,0.009,0.948,5.757,1.87,1.001
2.971,0.051,3.872,0.01,0.975,5.814,1.918,1.001
2.971,0.052,3.911,0.01,1,5.856,1.957,1.001
2.966,0.051,3.924,0.011,0.994,5.921,1.988,1.001
2.954,0.051,3.933,0.014,0.976,6.003,2.012,1.001
2.943,0.051,3.942,0.018,0.957,6.02,2.03,1.001
2.94,0.05,3.962,0.019,0.946,5.987,2.041,1.001
2.946,0.05,3.969,0.017,0.961,6.022,2.045,1.001
2.953,0.049,3.976,0.015,0.986,6.077,2.04,1.001
2.959,0.049,3.976,0.014,1.003,6.006,2.027,1.001
2.974,0.049,3.972,0.009,1.007,5.891,2.006,1.001
2.977,0.048,3.967,0.008,0.989,5.859,1.977,1.001
2.982,0.048,3.96,0.006,0.967,5.865,1.942,1.001
2.984,0.047,3.956,0.006,0.954,5.844,1.902,1
2.985,0.046,3.95,0.005,0.956,5.77,1.856,1
2.984,0.046,3.947,0.006,0.97,5.675,1.809,1
2.98,0.045,3.946,0.007,0.978,5.642,1.761,1
2.976,0.045,3.939,0.008,0.978,5.658,1.718,1
2.971,0.044,3.923,0.01,0.947,5.646,1.682,1
2.966,0.047,3.917,0.012,0.926,5.596,1.654,1
2.952,0.05,3.911,0.016,0.914,5.673,1.638,1.001
2.944,0.052,3.903,0.019,0.911,5.924,1.631,1.001
2.934,0.055,3.885,0.021,0.914,6.08,1.632,1.001
2.927,0.058,3.879,0.214,0.917,5.992,1.639,1.001
2.912,0.06,3.876,1.425,0.916,5.725,1.65,1.001
2.907,0.063,3.881,2.483,0.908,5.49,1.664,1.001
2.899,0.066,3.947,3.767,0.874,5.443,1.681,1.001
2.891,0.066,4.015,5.206,0.871,5.551,1.703,1.001
2.875,0.067,4.109,7.967,0.883,5.669,1.732,1.001
2.867,0.068,4.231,8.962,0.914,5.713,1.768,1.001
2.857,0.068,4.536,9.583,1.022,5.699,1.813,1.001
2.845,0.069,4.698,10.042,1.065,5.661,1.871,1
2.819,0.069,4.846,10.899,1.093,5.61,1.942,1
2.801,0.07,4.961,11.116,1.107,5.526,2.028,1
2.787,0.071,5.025,11.508,1.112,5.402,2.129,1
2.777,0.071,4.97,12.032,1.109,5.354,2.235,1.001
2.762,0.071,4.865,12.738,1.098,5.499,2.333,1.001
2.754,0.072,4.713,12.429,1.082,5.881,2.397,1.001
2.745,0.072,4.346,11.918,1.022,6.494,2.406,1.001
2.738,0.073,4.176,11.887,0.983,7.312,2.343,1.001
2.727,0.073,4.034,13.255,0.943,8.302,2.224,1.001
2.723,0.073,3.932,15.193,0.91,9.073,2.074,1.001
2.72,0.074,3.85,17.146,0.888,9.363,1.923,1.001
2.717,0.074,3.851,18.469,0.894,9.011,1.793,1.001
2.707,0.074,3.864,19.534,0.913,8.33,1.694,1.001
2.698,0.075,3.887,20.303,0.925,7.766,1.631,1.001
2.69,0.075,3.935,21.006,0.896,7.631,1.596,1.001
2.686,0.075,3.959,21.427,0.858,7.781,1.584,1.001
2.683,0.075,3.997,21.493,0.823,8.019,1.584,1.002
2.682,0.076,4.055,21.229,0.796,8.218,1.587,1.002
2.683,0.076,4.241,21.083,0.792,8.316,1.586,1.002
2.684,0.076,4.37,21.278,0.814,8.353,1.58,1.002
2.685,0.076,4.519,21.927,0.836,8.364,1.573,1.002
2.687,0.076,4.673,22.817,0.846,8.38,1.571,1.002
2.685,0.076,4.957,23.935,0.827,8.417,1.579,1.002
2.679,0.076,5.064,25.128,0.802,8.462,1.599,1.002
2.671,0.076,5.141,26.18,0.783,8.506,1.629,1.002
2.668,0.076,5.183,27.112,0.777,8.549,1.661,1.003
2.656,0.076,5.18,27.403,0.807,8.607,1.689,1.003
2.662,0.075,5.144,27.718,0.827,8.675,1.704,1.003
2.662,0.075,5.094,28.111,0.835,8.727,1.702,1.002
2.661,0.074,5.038,28.813,0.826,8.763,1.68,1.003
2.668,0.073,4.932,29.507,0.769,8.805,1.638,1.003
2.674,0.072,4.886,29.768,0.742,8.866,1.579,1.003
2.673,0.072,4.851,29.636,0.722,8.927,1.504,1.002
2.669,0.071,4.825,29.417,0.711,8.968,1.421,1.002
2.665,0.07,4.793,28.733,0.72,8.987,1.337,1.002
2.658,0.068,4.79,28.267,0.726,8.996,1.259,1.002
2.66,0.065,4.8,27.832,0.725,9.012,1.193,1.002
2.672,0.063,4.826,27.608,0.717,9.03,1.142,1.002
2.676,0.061,4.959,26.819,0.705,9.025,1.109,1.003
2.683,0.058,5.084,25.826,0.715,9,1.092,1.002
2.692,0.056,5.259,24.672,0.745,8.988,1.089,1.002
2.695,0.053,5.477,24.171,0.799,9,1.101,1.002
2.695,0.051,6.001,23.992,0.907,9.003,1.125,1.002
2.696,0.052,6.262,23.579,0.953,8.915,1.164,1.001
2.707,0.054,6.49,22.441,0.986,8.756,1.218,1.001
2.715,0.055,6.656,21.545,1.007,8.587,1.289,1.001
2.725,0.056,6.735,20.39,1.035,8.377,1.378,1.001
2.735,0.058,6.632,18.711,1.046,8.039,1.482,1.001
2.746,0.059,6.443,16.305,1.057,7.739,1.596,1.001
2.75,0.061,6.189,14.352,1.059,7.717,1.706,1.001
2.753,0.062,5.602,12.914,1.035,7.766,1.797,1.001
2.757,0.063,5.314,12.429,1.01,7.753,1.857,1.001
2.766,0.064,5.058,12.578,0.98,7.707,1.877,1.001
2.772,0.065,4.842,13.292,0.96,7.667,1.865,1.001
2.779,0.067,4.536,13.833,0.952,7.627,1.83,1.001
2.787,0.068,4.433,14.141,0.959,7.573,1.782,1.001
2.793,0.069,4.35,14.108,0.967,7.518,1.73,1.001
2.795,0.07,4.285,14.081,0.964,7.49,1.681,1.001
2.795,0.071,4.187,13.914,0.931,7.506,1.638,1.001
2.796,0.073,4.159,13.725,0.909,7.525,1.604,1.001
2.797,0.075,4.141,13.588,0.898,7.493,1.582,1.001
2.796,0.077,4.136,13.541,0.901,7.408,1.571,1.001
2.795,0.079,4.156,13.568,0.946,7.295,1.57,1.001
2.796,0.081,4.179,13.694,0.977,7.187,1.58,1.001
2.796,0.083,4.203,13.94,0.994,7.09,1.595,1.001
2.796,0.085,4.222,14,0.994,7,1.614,1.001
2.793,0.087,4.22,13.857,0.949,6.872,1.632,1.001
2.79,0.089,4.193,13.619,0.921,6.63,1.645,1.001
2.786,0.091,4.15,13.545,0.902,6.337,1.647,1.001
2.785,0.093,4.097,13.504,0.893,6.121,1.634,1.001
2.784,0.095,3.985,13.768,0.887,6.089,1.605,1.001
2.781,0.097,3.935,14.481,0.881,6.392,1.56,1
2.777,0.099,3.897,15.524,0.867,7.054,1.507,1
2.772,0.102,3.877,16.505,0.85,7.864,1.452,1
2.77,0.104,3.89,17.087,0.819,8.512,1.404,1
2.772,0.097,3.91,17.107,0.819,8.761,1.37,1
2.775,0.09,3.926,16.838,0.832,8.64,1.353,0.999
2.777,0.083,3.936,16.51,0.857,8.308,1.354,1
2.775,0.076,3.916,16.354,0.896,7.933,1.369,0.999
2.773,0.07,3.891,16.336,0.897,7.727,1.394,0.999
2.77,0.063,3.862,16.609,0.881,7.812,1.421,0.999
2.77,0.056,3.829,16.781,0.858,8.039,1.443,0.998
2.766,0.049,3.769,16.885,0.829,8.156,1.453,0.998
2.761,0.049,3.744,16.996,0.832,8.18,1.449,0.998
2.756,0.049,3.72,17.352,0.848,8.172,1.435,0.998
2.754,0.049,3.698,17.752,0.863,8.13,1.413,0.998
2.752,0.049,3.641,18.168,0.876,8.08,1.39,0.998
2.749,0.049,3.615,18.306,0.864,8.052,1.37,0.998
2.745,0.049,3.591,18.31,0.843,8.037,1.353,0.998
2.745,0.049,3.572,18.336,0.825,8.02,1.338,0.998
2.748,0.049,3.555,18.562,0.855,7.997,1.326,0.998
2.752,0.049,3.557,18.809,0.903,7.964,1.314,0.998
2.757,0.049,3.562,18.764,0.947,7.923,1.303,0.998
2.758,0.048,3.569,18.455,0.977,7.886,1.294,0.998
2.755,0.048,3.591,18.074,0.989,7.865,1.288,0.998
2.752,0.047,3.602,17.971,0.965,7.864,1.285,0.998
2.749,0.047,3.609,17.975,0.939,7.862,1.287,0.998
2.747,0.047,3.618,17.96,0.912,7.839,1.291,0.998
2.748,0.046,3.637,17.774,0.871,7.805,1.297,0.998
2.752,0.047,3.64,17.601,0.852,7.787,1.304,0.998
2.759,0.047,3.635,17.578,0.865,7.809,1.311,0.998
2.766,0.047,3.626,17.702,0.867,7.865,1.319,0.998
2.772,0.048,3.604,17.603,0.833,7.939,1.329,0.998
2.776,0.048,3.598,17.265,0.816,8.029,1.342,0.998
2.779,0.049,3.596,16.805,0.809,8.16,1.359,0.998
2.779,0.049,3.598,16.571,0.808,8.334,1.378,0.998
2.778,0.05,3.611,16.494,0.831,8.504,1.398,0.998
2.777,0.05,3.627,16.505,0.836,8.632,1.42,0.998
2.776,0.05,3.647,16.649,0.833,8.703,1.443,0.998
2.775,0.05,3.674,16.955,0.822,8.725,1.466,0.998
2.771,0.051,3.774,17.377,0.806,8.748,1.49,0.998
2.767,0.051,3.861,17.688,0.82,8.782,1.513,0.998
2.763,0.051,3.974,17.818,0.843,8.671,1.533,0.998
2.764,0.051,4.116,17.411,0.881,8.327,1.547,0.998
2.764,0.052,4.464,16.692,0.975,8.015,1.556,0.998
2.763,0.052,4.646,16.047,1.016,7.946,1.561,0.998
2.761,0.052,4.812,16.021,1.043,7.932,1.567,0.998
2.759,0.052,4.944,16.722,1.055,7.834,1.58,0.998
2.756,0.052,5.04,17.717,1.055,7.716,1.603,0.998
2.751,0.052,4.992,18.273,1.054,7.666,1.636,0.998
2.743,0.052,4.893,17.878,1.058,7.669,1.661,0.998
2.736,0.052,4.757,16.366,1.062,7.649,1.686,0.998
2.729,0.052,4.449,14.182,1.034,7.582,1.709,0.998
2.726,0.052,4.305,11.986,1.008,7.555,1.722,0.998
2.721,0.053,4.182,10.677,0.982,7.834,1.728,0.998
2.718,0.053,4.08,10.437,0.963,8.249,1.725,0.998
2.718,0.053,3.916,11.491,0.94,7.998,1.7,0.998
2.722,0.053,3.839,13.217,0.936,7.404,1.667,0.998
2.732,0.053,3.756,15.047,0.925,7.199,1.639,0.998
2.742,0.053,3.665,15.866,0.902,7.054,1.635,0.998
2.742,0.053,3.497,15.822,0.826,7.044,1.606,0.998
2.735,0.053,3.456,15.76,0.782,7.42,1.58,0.998
2.731,0.053,3.456,16.235,0.765,7.889,1.534,0.998
2.728,0.053,3.455,17.271,0.747,8.278,1.447,0.998
2.727,0.053,3.578,18.69,0.738,8.48,1.369,0.998
2.725,0.053,3.686,20.274,0.759,8.522,1.289,0.998
2.73,0.053,3.803,21.439,0.786,8.597,1.218,0.998
2.735,0.053,3.918,22.337,0.804,8.693,1.161,0.998
2.741,0.053,4.099,22.537,0.809,8.768,1.123,0.998
2.745,0.053,4.153,22.017,0.794,8.838,1.101,0.998
2.755,0.053,4.183,20.491,0.774,8.865,1.093,0.998
2.762,0.053,4.198,19.214,0.765,8.855,1.096,0.998
2.772,0.052,4.23,17.972,0.781,8.841,1.104,0.998
2.783,0.052,4.256,16.873,0.802,8.858,1.116,0.998
2.807,0.052,4.295,15.258,0.821,8.922,1.131,0.998
2.82,0.052,4.341,14.606,0.832,8.987,1.15,0.998
2.835,0.052,4.431,14.1,0.84,8.992,1.175,0.998
2.849,0.053,4.464,13.421,0.849,8.957,1.21,0.998
2.878,0.053,4.479,8.831,0.868,8.931,1.255,0.998
2.889,0.054,4.475,5.76,0.897,8.886,1.31,0.998
2.901,0.055,4.412,3.239,0.967,8.591,1.371,0.998
2.913,0.055,4.358,1.532,0.993,7.892,1.433,0.998
2.931,0.056,4.293,0.119,1.007,7.107,1.487,0.998
2.94,0.057,4.222,0.02,1.004,6.56,1.529,0.998
2.947,0.058,4.083,0.018,0.97,6.278,1.557,0.998
2.954,0.058,4.016,0.016,0.956,6.114,1.57,0.997
2.966,0.058,3.951,0.012,0.954,6.011,1.571,0.997
2.971,0.058,3.886,0.01,0.961,5.932,1.566,0.997
2.975,0.058,3.752,0.009,0.973,5.862,1.556,0.997
2.979,0.058,3.689,0.008,0.969,5.823,1.547,0.998
2.984,0.058,3.627,0.006,0.957,5.819,1.539,0.997
2.986,0.058,3.572,0.005,0.939,5.825,1.535,0.998
2.95,0.058,3.486,0.017,0.924,5.801,1.535,0.998
2.934,0.057,3.459,0.098,0.93,5.756,1.539,0.998
2.923,0.057,3.438,0.589,0.946,5.799,1.548,0.998
2.923,0.056,3.419,0.544,0.963,5.911,1.559,0.998
2.928,0.056,3.395,0.232,0.973,5.936,1.572,0.998
2.929,0.055,3.388,0.193,0.961,5.923,1.583,0.998
2.927,0.055,3.387,0.29,0.939,5.891,1.591,0.998
2.927,0.055,3.392,0.287,0.922,5.805,1.595,0.998
2.928,0.054,3.418,0.226,0.922,5.626,1.596,0.998
2.926,0.054,3.438,0.296,0.942,5.351,1.593,0.998
2.926,0.054,3.46,0.338,0.969,5.126,1.587,0.998
2.933,0.053,3.48,0.143,0.99,5.14,1.581,0.998
2.941,0.053,3.499,0.021,1.002,5.449,1.574,0.998
2.94,0.053,3.497,0.021,0.988,5.949,1.567,0.998
2.929,0.052,3.488,0.209,0.974,6.364,1.559,0.998
2.913,0.052,3.47,0.931,0.961,6.431,1.547,0.998
2.905,0.052,3.417,1.423,0.954,6.073,1.53,0.998
2.909,0.053,3.383,0.822,0.955,5.559,1.507,0.998
2.926,0.054,3.347,0.059,0.949,5.143,1.479,0.998
2.943,0.055,3.309,0.017,0.934,4.924,1.449,0.998
2.951,0.056,3.236,0.016,0.888,4.878,1.419,0.998
2.954,0.057,3.201,0.016,0.865,4.994,1.393,0.998
2.953,0.059,3.166,0.017,0.856,5.247,1.373,0.998
2.942,0.06,3.132,0.02,0.859,5.542,1.359,0.998
2.924,0.061,3.057,0.642,0.89,5.772,1.35,0.998
2.913,0.062,3.016,1.816,0.897,5.891,1.345,0.998
2.916,0.064,2.976,1.417,0.892,5.942,1.342,0.998
2.932,0.066,2.939,0.188,0.875,5.957,1.339,0.998
2.947,0.067,2.884,0.018,0.828,5.977,1.335,0.998
2.955,0.069,2.867,0.016,0.816,6.111,1.331,0.998
2.959,0.07,2.856,0.014,0.817,6.326,1.328,0.998
2.97,0.072,2.848,0.01,0.831,6.395,1.327,0.998
2.983,0.073,2.84,0.006,0.876,6.311,1.331,0.998
2.984,0.072,2.844,0.006,0.889,6.31,1.341,0.999
2.97,0.07,2.843,0.01,0.892,6.279,1.36,0.999
2.952,0.069,2.847,0.017,0.888,6.42,1.386,0.999
2.938,0.067,2.868,0.021,0.887,6.61,1.42,0.999
2.929,0.066,2.884,0.188,0.899,6.734,1.46,0.999
2.927,0.064,2.898,0.254,0.921,6.759,1.502,0.999
2.93,0.062,2.91,0.18,0.95,6.766,1.542,0.999
2.937,0.061,2.921,0.038,0.975,6.772,1.574,0.999
2.944,0.06,2.921,0.019,0.969,6.767,1.596,0.999
2.949,0.058,2.921,0.018,0.951,6.768,1.604,0.999
2.951,0.057,2.92,0.017,0.928,6.778,1.597,0.999
2.951,0.056,2.916,0.017,0.908,6.737,1.582,0.999
2.952,0.054,2.914,0.016,0.91,6.638,1.56,0.999
2.952,0.053,2.914,0.017,0.918,6.577,1.537,0.999
2.946,0.052,2.916,0.019,0.919,6.559,1.516,1
2.942,0.05,2.931,0.02,0.903,6.534,1.501,1
2.945,0.05,2.945,0.019,0.886,6.489,1.494,1
2.948,0.05,2.967,0.018,0.873,6.449,1.493,1
2.947,0.051,2.997,0.018,0.877,6.424,1.5,1
2.944,0.051,3.069,0.019,0.918,6.403,1.514,1
2.939,0.051,3.102,0.02,0.951,6.373,1.531,1
2.931,0.051,3.126,0.031,0.976,6.339,1.551,0.999
2.923,0.051,3.142,0.277,0.985,6.305,1.569,0.999
2.922,0.051,3.145,0.476,0.963,6.279,1.585,0.999
2.93,0.053,3.137,0.176,0.944,6.254,1.593,1
2.946,0.054,3.125,0.019,0.933,6.213,1.596,0.999
2.961,0.056,3.11,0.013,0.931,6.167,1.59,1
2.971,0.058,3.08,0.01,0.952,6.133,1.58,1
2.977,0.06,3.068,0.008,0.962,6.097,1.566,1
2.98,0.061,3.062,0.007,0.962,6.051,1.551,1
2.98,0.063,3.059,0.007,0.951,6.004,1.537,1
2.977,0.065,3.065,0.008,0.917,5.971,1.525,1
2.976,0.067,3.07,0.008,0.906,5.941,1.514,1
2.975,0.068,3.077,0.009,0.91,5.895,1.503,1
2.973,0.07,3.088,0.009,0.926,5.847,1.492,1
2.975,0.072,3.104,0.009,0.963,5.804,1.48,1
2.979,0.073,3.112,0.007,0.968,5.758,1.467,1
2.976,0.075,3.12,0.008,0.962,5.708,1.455,1
2.968,0.077,3.128,0.011,0.949,5.672,1.443,1
2.962,0.078,3.145,0.013,0.923,5.664,1.432,1
2.958,0.079,3.147,0.015,0.922,5.656,1.421,1
2.954,0.08,3.145,0.016,0.933,5.638,1.409,1
2.952,0.08,3.134,0.016,0.946,5.652,1.396,1.001
2.96,0.081,3.102,0.014,0.957,5.744,1.382,1.001
2.979,0.082,3.082,0.007,0.947,5.85,1.365,1.001
2.995,0.082,3.059,0.002,0.928,5.889,1.345,1.001
3,0.083,3.034,0,0.909,5.795,1.323,1.001
3,0.084,2.974,0,0.892,5.591,1.298,1.001
3,0.083,2.935,0,0.895,5.36,1.271,1.001
3,0.082,2.892,0,0.901,5.143,1.242,1.001
3,0.081,2.845,0,0.901,4.961,1.213,1.001
3,0.08,2.739,0,0.877,4.894,1.185,1.001
3,0.08,2.686,0,0.845,5.02,1.159,1.001
3,0.079,2.637,0,0.816,5.276,1.136,1.001
3,0.078,2.592,0,0.798,5.523,1.116,1.001
3,0.077,2.512,0,0.804,5.711,1.1,1.001
3,0.073,2.475,0,0.823,5.864,1.089,1.001
3,0.069,2.44,0,0.839,5.934,1.082,1
3,0.065,2.405,0,0.845,5.903,1.08,1
3,0.06,2.349,0,0.837,5.84,1.081,1.001
3,0.056,2.33,0,0.829,5.8,1.085,1.001
2.991,0.052,2.317,0.003,0.831,5.78,1.093,1.001
2.98,0.048,2.306,0.007,0.834,5.74,1.104,1.001
2.966,0.044,2.291,0.012,0.859,5.593,1.116,1.001
2.956,0.045,2.281,0.015,0.863,5.401,1.13,1.001
2.957,0.045,2.271,0.015,0.859,5.324,1.144,1.001
2.971,0.046,2.263,0.01,0.846,5.372,1.158,1.001
2.986,0.047,2.257,0.005,0.799,5.449,1.172,1.001
2.996,0.048,2.258,0.001,0.79,5.492,1.186,1.001
2.999,0.048,2.26,0.001,0.793,5.508,1.201,1.001
3,0.049,2.263,0,0.805,5.569,1.217,1.001
3,0.05,2.266,0,0.838,5.647,1.235,1.001
3,0.05,2.266,0,0.84,5.709,1.255,1.003
2.995,0.05,2.269,0.002,0.838,5.67,1.278,1.003
2.992,0.05,2.274,0.003,0.826,5.395,1.306,1.003
2.99,0.049,2.291,0.003,0.813,5.199,1.339,1.003
2.987,0.049,2.309,0.004,0.822,5.295,1.38,1.003
2.978,0.049,2.333,0.004,0.835,5.586,1.426,1.003
2.972,0.049,2.364,0.006,0.858,5.812,1.476,1.003
2.954,0.049,2.44,0.009,0.889,5.793,1.528,1.003
2.937,0.048,2.49,0.014,0.896,5.619,1.575,1.003
2.934,0.048,2.549,0.018,0.895,5.467,1.615,1.003
2.925,0.047,2.619,0.024,0.894,5.445,1.644,1.003
2.913,0.046,2.78,0.27,0.922,5.615,1.664,1.003
2.894,0.046,2.854,1.17,0.944,6.029,1.677,1.003
2.868,0.045,2.922,3.354,0.97,6.654,1.688,1.003
2.853,0.044,2.978,6.271,0.986,7.247,1.699,1.003
2.841,0.043,3.062,7.323,0.962,7.475,1.713,1.003
2.849,0.043,3.095,6.74,0.928,7.118,1.732,1.003
2.864,0.043,3.132,4.572,0.897,6.319,1.757,1.003
2.878,0.043,3.179,2.734,0.885,5.447,1.786,1.003
2.882,0.043,3.337,2.736,0.922,4.874,1.821,1.003
2.88,0.043,3.459,4.098,0.963,4.696,1.86,1.003
2.877,0.043,3.613,5.346,1.005,4.858,1.906,1.003
2.877,0.043,3.785,5.258,1.04,5.276,1.956,1.003
2.875,0.043,4.124,4.565,1.076,5.859,2.005,1.003
2.867,0.043,4.263,4.461,1.081,6.331,2.047,1.003
2.853,0.043,4.363,5.254,1.084,6.519,2.073,1.003
2.837,0.043,4.415,5.385,1.087,6.561,2.08,1.003
2.832,0.043,4.364,5.01,1.098,6.383,2.064,1.003
2.818,0.043,4.272,3.788,1.095,6.003,2.033,1.003
2.822,0.043,4.15,2.927,1.072,5.688,1.991,1.003
2.856,0.043,4.021,2.99,1.034,5.498,1.945,1.003
2.882,0.043,3.804,2.908,0.936,5.338,1.895,1.003
2.899,0.043,3.726,2.578,0.9,5.143,1.841,1.003
2.908,0.043,3.678,1.989,0.877,4.967,1.779,1.003
2.916,0.042,3.663,1.139,0.869,4.959,1.71,1.003
2.924,0.042,3.73,0.522,0.883,5.284,1.637,1.003
2.909,0.042,3.81,2.32,0.888,6.016,1.568,1.003
2.894,0.041,3.921,5.127,0.891,7.035,1.511,1.003
2.85,0.041,4.058,11.051,0.894,7.953,1.475,1.003
2.775,0.041,4.395,15.42,0.918,8.42,1.466,1.003
2.703,0.042,4.574,16.151,0.953,8.435,1.489,1.003
2.674,0.043,4.734,13.72,1.002,8.24,1.55,1.003
2.671,0.044,4.857,11.356,1.057,7.925,1.646,1.003
2.667,0.044,4.959,10.182,1.115,7.407,1.777,1.003
2.678,0.045,4.935,10.221,1.114,6.764,1.931,1.003
2.688,0.046,4.876,10.129,1.092,6.3,2.093,1.003
2.714,0.047,4.79,9.476,1.062,6.193,2.238,1.003
2.745,0.048,4.6,8.332,1.037,6.311,2.352,1.003
2.783,0.048,4.529,7.205,1.052,6.407,2.431,1.003
2.82,0.049,4.484,6.404,1.081,6.399,2.477,1.003
2.825,0.049,4.462,6.369,1.115,6.345,2.503,1.002
2.804,0.05,4.455,7.248,1.162,6.305,2.51,1.002
2.771,0.05,4.451,8.466,1.163,6.278,2.493,1.002
2.748,0.051,4.434,9.319,1.149,6.106,2.448,1.003
2.733,0.051,4.4,9.944,1.134,5.77,2.37,1.003
2.728,0.051,4.303,10.569,1.097,5.672,2.261,1.003
2.742,0.052,4.247,10.781,1.081,6.058,2.133,1.003
2.786,0.053,4.196,9.846,1.06,6.775,1.998,1.002
2.861,0.054,4.156,6.476,1.032,7.528,1.869,1.002
2.957,0.055,4.122,0.013,0.957,8.024,1.753,1.002
2.963,0.055,4.126,0.013,0.919,8.275,1.658,1.001
2.936,0.056,4.137,0.03,0.893,8.346,1.584,1.001
2.911,0.057,4.15,1.627,0.879,8.032,1.53,1.002
2.901,0.058,4.15,3.177,0.9,7.269,1.496,1.001
2.91,0.058,4.134,1.816,0.917,6.274,1.479,1.001
2.93,0.058,4.11,0.176,0.927,5.43,1.477,1.001
2.957,0.059,4.077,0.015,0.929,4.907,1.487,1.001
2.98,0.059,3.997,0.007,0.91,4.717,1.507,1.002
2.99,0.059,3.96,0.003,0.909,4.753,1.535,1
2.985,0.059,3.928,0.005,0.912,4.862,1.568,0.999
2.957,0.059,3.901,0.014,0.921,4.964,1.604,0.999
2.917,0.06,3.858,0.336,0.947,5.101,1.642,1.001
2.897,0.062,3.839,1.879,0.947,5.259,1.678,1.001
2.897,0.064,3.823,2.135,0.941,5.378,1.709,1.002
2.911,0.066,3.811,1.094,0.924,5.453,1.73,1.003
2.926,0.069,3.795,0.24,0.9,5.524,1.741,1.003
2.929,0.071,3.787,0.138,0.909,5.694,1.739,1.003
2.918,0.073,3.78,0.753,0.926,5.961,1.725,1.003
2.905,0.075,3.769,2.48,0.953,6.14,1.705,1.003
2.903,0.078,3.733,2.754,0.98,6.063,1.682,1
2.917,0.082,3.712,0.838,0.977,5.836,1.661,0.999
2.936,0.086,3.694,0.021,0.966,5.749,1.647,0.999
2.884,0.09,3.68,6.102,0.949,5.902,1.641,0.999
2.872,0.094,3.674,8.221,0.944,6.108,1.644,0.999
2.857,0.098,3.682,9.541,0.951,6.155,1.656,0.999
2.846,0.102,3.69,10.126,0.97,6.088,1.675,0.999
2.844,0.106,3.703,10.306,0.989,6.138,1.696,0.999
2.851,0.11,3.727,10.074,0.99,6.45,1.716,0.999
2.862,0.112,3.731,9.651,0.972,6.934,1.73,0.999
2.862,0.115,3.727,9.798,0.949,7.355,1.731,0.999
2.848,0.118,3.713,10.639,0.93,7.537,1.718,0.999
2.824,0.12,3.661,12.127,0.911,7.455,1.685,0.999
2.791,0.123,3.62,14.254,0.91,7.349,1.634,0.999
2.762,0.125,3.567,16.466,0.902,7.52,1.57,1
2.747,0.128,3.505,18.072,0.881,8.058,1.498,1
2.751,0.131,3.37,18.808,0.807,8.665,1.426,1
2.761,0.132,3.31,19.244,0.766,9.022,1.36,0.998
2.762,0.133,3.261,20.018,0.735,9.113,1.304,0.998
2.757,0.134,3.224,20.901,0.718,9.114,1.258,0.998
2.751,0.135,3.192,21.438,0.718,9.145,1.222,0.998
2.748,0.136,3.196,21.477,0.72,9.213,1.194,0.998
2.75,0.137,3.217,21.154,0.714,9.257,1.173,0.998
2.752,0.138,3.252,20.747,0.7,9.233,1.158,0.998
2.748,0.139,3.368,20.694,0.663,9.153,1.147,0.998
2.739,0.137,3.446,21.451,0.653,9.081,1.141,0.998
2.726,0.135,3.531,22.593,0.653,9.059,1.139,0.998
2.718,0.133,3.621,23.19,0.667,9.037,1.143,0.998
2.726,0.131,3.79,22.981,0.716,9,1.15,0.998
2.73,0.129,3.86,21.923,0.728,8.961,1.161,0.998
2.74,0.127,3.914,21.355,0.727,8.926,1.172,0.998
2.74,0.125,3.95,21.505,0.714,8.887,1.181,0.998
2.734,0.123,3.976,22.18,0.68,8.838,1.186,0.998
2.725,0.116,3.977,23.024,0.677,8.775,1.185,0.998
2.714,0.109,3.986,23.7,0.686,8.701,1.177,0.998
2.707,0.102,4.015,24.016,0.704,8.631,1.166,0.998
2.703,0.095,4.207,24.178,0.727,8.571,1.153,0.998
2.699,0.088,4.399,24.629,0.73,8.526,1.144,0.998
2.694,0.081,4.654,25.222,0.744,8.482,1.142,0.999
