DGA,POR,Y
2.926,0.423,1
2.899,3.095,1
2.869,6.7,1
2.851,7.853,1
2.845,7.893,1
2.85,7.641,1
2.868,6.327,1
2.898,2.462,1
2.935,0.022,1
2.96,0.014,1
2.966,0.012,1
2.965,0.012,1
2.969,0.011,1
2.976,0.008,1
2.981,0.007,1
2.978,0.008,1
2.971,0.01,1
2.964,0.013,1
2.957,0.015,1
2.946,0.019,1
2.936,0.071,1
2.933,0.14,1
2.94,0.021,1
2.955,0.016,1
2.972,0.01,1
2.984,0.005,1
2.985,0.005,1
2.973,0.009,1
2.957,0.015,1
2.941,0.021,1
2.927,0.332,1
2.92,0.719,1
2.928,0.285,1
2.95,0.017,1
2.971,0.01,1
2.97,0.01,1
2.951,0.016,1
2.937,0.021,1
2.937,0.021,1
2.941,0.02,1
2.94,0.021,1
2.933,0.097,1
2.922,0.548,1
2.917,1.002,1
2.919,0.831,1
2.929,0.258,1
2.939,0.021,1
2.943,0.02,1
2.941,0.02,1
2.936,0.054,1
2.931,0.214,1
2.934,0.127,1
2.944,0.02,1
2.955,0.016,1
2.956,0.016,1
2.953,0.017,1
2.955,0.016,1
2.968,0.011,1
2.988,0.004,1
3,0,1
2.997,0.001,1
2.985,0.005,1
2.977,0.008,1
2.974,0.009,1
2.97,0.01,1
2.963,0.013,1
2.954,0.016,1
2.95,0.017,1
2.957,0.015,1
2.968,0.011,1
2.969,0.011,1
2.964,0.013,1
2.965,0.012,1
2.98,0.007,1
2.992,0.003,1
2.986,0.005,1
2.961,0.013,1
2.935,0.056,1
2.922,0.704,1
2.923,0.577,1
2.932,0.091,1
2.944,0.019,1
2.952,0.016,1
2.963,0.013,1
2.977,0.008,1
2.984,0.005,1
2.984,0.006,1
2.981,0.007,1
2.977,0.008,1
2.97,0.01,1
2.968,0.011,1
2.981,0.007,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
2.991,0.003,1
2.989,0.004,1
3,0,1
3,0,1
3,0,1
3,0,1
2.991,0.003,1
2.972,0.01,1
2.965,0.012,1
2.971,0.01,1
2.976,0.008,1
2.978,0.008,1
2.984,0.006,1
2.99,0.003,1
2.994,0.002,1
2.996,0.001,1
3,0,1
3,0,1
2.989,0.004,1
2.97,0.011,1
2.954,0.016,1
2.949,0.017,1
2.953,0.016,1
2.962,0.013,1
2.965,0.012,1
2.954,0.016,1
2.934,0.046,1
2.918,0.512,1
2.911,0.855,1
2.908,1.204,1
2.902,2.21,1
2.9,3.095,1
2.908,2.025,1
2.927,0.322,1
2.951,0.017,1
2.968,0.011,1
2.977,0.008,1
2.984,0.006,1
2.987,0.004,1
2.983,0.006,1
2.975,0.009,1
2.973,0.009,1
2.982,0.006,1
2.993,0.003,1
2.994,0.002,1
2.989,0.004,1
2.983,0.006,1
2.978,0.008,1
2.976,0.008,1
2.984,0.006,1
2.993,0.002,1
2.985,0.005,1
2.963,0.013,1
2.946,0.018,1
2.945,0.019,1
2.951,0.016,1
2.953,0.016,1
2.945,0.019,1
2.936,0.041,1
2.935,0.055,1
2.951,0.017,1
2.98,0.007,1
3,0,1
3,0,1
2.975,0.009,1
2.946,0.019,1
2.934,0.069,1
2.939,0.021,1
2.953,0.016,1
2.965,0.012,1
2.972,0.01,1
2.969,0.011,1
2.959,0.014,1
2.947,0.018,1
2.94,0.021,1
2.939,0.021,1
2.944,0.02,1
2.954,0.016,1
2.969,0.011,1
2.973,0.009,1
2.965,0.012,1
2.957,0.015,1
2.965,0.012,1
2.978,0.008,1
2.979,0.007,1
2.969,0.011,1
2.966,0.012,1
2.977,0.008,1
2.988,0.004,1
2.988,0.004,1
2.98,0.007,1
2.971,0.01,1
2.959,0.014,1
2.943,0.02,1
2.935,0.073,1
2.94,0.021,1
2.958,0.014,1
2.984,0.006,1
3,0,1
3,0,1
2.984,0.005,1
2.947,0.018,1
2.922,0.655,1
2.914,1.377,1
2.918,0.802,1
2.929,0.148,1
2.942,0.02,1
2.95,0.017,1
2.956,0.015,1
2.955,0.016,1
2.95,0.017,1
2.95,0.017,1
2.958,0.014,1
2.964,0.012,1
2.965,0.012,1
2.957,0.015,1
2.946,0.019,1
2.936,0.052,1
2.935,0.062,1
2.947,0.018,1
2.966,0.012,1
2.981,0.007,1
2.989,0.004,1
2.988,0.004,1
2.973,0.009,1
2.952,0.016,1
2.941,0.02,1
2.946,0.018,1
2.959,0.014,1
2.961,0.014,1
2.948,0.018,1
2.934,0.082,1
2.932,0.142,1
2.94,0.021,1
2.949,0.017,1
2.952,0.016,1
2.956,0.015,1
2.965,0.012,1
2.974,0.009,1
2.979,0.007,1
2.975,0.009,1
2.964,0.012,1
2.952,0.017,1
2.951,0.017,1
2.963,0.013,1
2.981,0.007,1
2.992,0.003,1
2.994,0.002,1
2.99,0.004,1
2.989,0.004,1
2.989,0.004,1
2.987,0.004,1
2.99,0.003,1
2.999,0,1
3,0,1
3,0,1
3,0,1
2.999,0,1
2.987,0.004,1
2.975,0.009,1
2.964,0.012,1
2.95,0.017,1
2.934,0.048,1
2.926,0.234,1
2.924,0.237,1
2.923,0.221,1
2.923,0.207,1
2.929,0.119,1
2.938,0.021,1
2.941,0.02,1
2.941,0.02,1
2.944,0.019,1
2.95,0.017,1
2.958,0.015,1
2.971,0.01,1
2.985,0.005,1
2.989,0.004,1
2.979,0.007,1
2.966,0.012,1
2.966,0.012,1
2.976,0.008,1
2.991,0.003,1
3,0,1
3,0,1
2.997,0.001,1
2.989,0.004,1
2.976,0.008,1
2.965,0.012,1
2.964,0.012,1
2.966,0.012,1
2.956,0.015,1
2.941,0.02,1
2.933,0.075,1
2.941,0.02,1
2.952,0.016,1
2.956,0.015,1
2.955,0.016,1
2.956,0.015,1
2.963,0.013,1
2.973,0.01,1
2.979,0.008,1
2.976,0.008,1
2.972,0.01,1
2.973,0.01,1
2.977,0.008,1
2.974,0.009,1
2.965,0.012,1
2.958,0.014,1
2.95,0.017,1
2.94,0.021,1
2.934,0.078,1
2.938,0.021,1
2.946,0.019,1
2.952,0.017,1
2.959,0.014,1
2.973,0.009,1
2.982,0.006,1
2.954,0.016,1
2.927,0.423,1
2.907,2.868,1
2.901,4.199,1
2.904,3.531,1
2.902,3.865,1
2.896,5.339,1
2.895,5.732,1
2.897,5.117,1
2.896,5.365,1
2.894,5.93,1
2.899,4.763,1
2.911,1.864,1
2.92,0.758,1
2.916,1.294,1
2.894,5.906,2
2.85,10.83,2
2.81,13.619,2
2.782,13.457,2
2.776,11.629,2
2.795,9.915,2
2.831,9.027,2
2.876,7.797,2
2.914,1.721,1
2.946,0.019,1
3,0,1
3,0,1
3,0,1
3,0,1
2.99,0.003,1
2.97,0.011,1
2.956,0.015,1
2.955,0.015,1
2.963,0.013,1
2.976,0.008,1
2.987,0.005,1
2.99,0.004,1
2.989,0.004,1
2.995,0.002,1
3,0,1
3,0,1
3,0,1
3,0,1
2.996,0.001,1
2.981,0.007,1
2.98,0.007,1
2.993,0.002,1
3,0,1
3,0,1
3,0,1
2.991,0.003,1
2.968,0.011,1
2.954,0.016,1
2.953,0.016,1
2.961,0.013,1
2.967,0.011,1
2.963,0.013,1
2.952,0.016,1
2.946,0.019,1
2.949,0.017,1
2.956,0.015,1
2.964,0.013,1
2.973,0.009,1
2.987,0.005,1
2.998,0.001,1
3,0,1
2.999,0,1
3,0,1
3,0,1
2.997,0.001,1
2.989,0.004,1
2.988,0.004,1
2.997,0.001,1
3,0,1
2.997,0.001,1
2.986,0.005,1
2.99,0.004,1
3,0,1
3,0,1
2.999,0,1
2.982,0.006,1
2.969,0.011,1
2.961,0.013,1
2.963,0.013,1
2.974,0.009,1
2.979,0.007,1
2.967,0.011,1
2.947,0.018,1
2.94,0.02,1
2.952,0.016,1
2.973,0.009,1
2.986,0.005,1
2.99,0.004,1
2.989,0.004,1
2.986,0.005,1
2.983,0.006,1
2.983,0.006,1
2.989,0.004,1
2.996,0.002,1
2.992,0.003,1
2.982,0.006,1
2.977,0.008,1
2.98,0.007,1
2.978,0.008,1
2.96,0.014,1
2.94,0.021,1
2.931,0.129,1
2.935,0.039,1
2.941,0.02,1
2.942,0.02,1
2.943,0.019,1
2.953,0.016,1
2.967,0.011,1
2.979,0.007,1
2.984,0.005,1
2.981,0.007,1
2.97,0.011,1
2.954,0.016,1
2.942,0.02,1
2.937,0.021,1
2.935,0.052,1
2.932,0.114,1
2.932,0.129,1
2.936,0.035,1
2.943,0.019,1
2.952,0.016,1
2.962,0.013,1
2.97,0.01,1
2.973,0.009,1
2.971,0.01,1
2.969,0.011,1
2.973,0.009,1
2.98,0.007,1
2.985,0.005,1
2.982,0.006,1
2.977,0.008,1
2.974,0.009,1
2.973,0.009,1
2.97,0.01,1
2.966,0.012,1
2.967,0.011,1
2.973,0.01,1
2.978,0.008,1
2.978,0.008,1
2.974,0.009,1
2.972,0.01,1
2.975,0.009,1
2.978,0.008,1
2.976,0.008,1
2.98,0.007,1
2.989,0.004,1
2.998,0.001,1
2.997,0.001,1
2.983,0.006,1
2.963,0.013,1
2.954,0.016,1
2.964,0.012,1
2.989,0.004,1
3,0,1
3,0,1
2.996,0.001,1
2.983,0.006,1
2.968,0.011,1
2.956,0.015,1
2.956,0.015,1
2.975,0.009,1
3,0,1
3,0,1
3,0,1
3,0,1
2.986,0.005,1
2.971,0.01,1
2.956,0.015,1
2.948,0.018,1
2.952,0.016,1
2.964,0.012,1
2.979,0.008,1
2.992,0.003,1
3,0,1
3,0,1
3,0,1
2.993,0.002,1
2.975,0.009,1
2.959,0.014,1
2.948,0.018,1
2.944,0.019,1
2.947,0.018,1
2.961,0.013,1
2.985,0.005,1
3,0,1
3,0,1
2.995,0.002,1
2.985,0.005,1
2.986,0.005,1
2.992,0.003,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
2.999,0,1
2.817,13.791,1
2.797,14.52,4
2.791,14.053,4
2.798,12.327,4
2.803,10.444,4
2.788,9.484,4
2.759,9.83,4
2.727,11.008,4
2.713,11.518,4
2.726,10.83,4
2.748,9.907,4
2.763,9.506,4
2.77,9.579,4
2.77,10.015,4
2.771,10.65,4
2.777,11.281,4
2.787,11.761,4
2.793,12.187,4
2.794,12.705,4
2.792,13.264,4
2.789,13.807,4
2.783,14.161,4
2.768,14.354,4
2.742,14.587,4
2.689,15.778,4
2.678,15.147,4
2.673,14.629,4
2.676,14.11,4
2.719,11.943,4
2.74,11.273,4
2.751,12.05,4
2.755,14.095,4
2.754,16.222,4
2.751,17.14,4
2.751,16.822,4
2.755,16.103,4
2.76,15.626,4
2.765,15.557,4
2.763,15.734,4
2.754,16.127,4
2.74,16.745,4
2.729,17.56,4
2.723,18.346,4
2.723,18.71,4
2.731,18.28,4
2.744,17.136,4
2.756,15.946,4
2.764,15.343,4
2.768,15.464,4
2.769,15.995,4
2.766,16.718,4
2.756,17.619,4
2.743,18.645,4
2.731,19.462,4
2.725,19.754,4
2.721,19.831,4
2.714,20.214,4
2.694,21.495,4
2.664,23.143,4
2.659,23.087,4
2.683,20.948,4
2.678,21.565,4
2.683,22.39,4
2.673,23.044,4
2.671,23.848,4
2.674,24.678,4
2.678,25.446,4
2.677,26.091,4
2.673,26.654,4
2.669,26.837,4
2.676,26.849,4
2.669,26.124,4
2.673,25.409,4
2.665,24.227,4
2.663,23.497,4
2.667,23.539,4
2.667,23.385,4
2.671,22.84,4
2.666,21.98,4
2.666,21.993,4
2.667,23.559,4
2.662,25.911,4
2.665,27.83,4
2.665,28.64,4
2.664,28.913,4
2.66,28.692,4
2.661,28.253,4
2.675,27.363,4
2.706,25.767,4
2.741,23.136,4
2.772,20.159,4
2.797,17.39,4
2.818,14.88,4
2.837,13.057,1
2.845,12.334,1
2.842,12.454,1
2.837,12.437,1
2.834,11.979,1
2.83,11.78,1
2.828,11.771,1
2.835,11.346,1
2.851,10.337,1
2.87,8.622,1
2.889,5.488,1
2.91,1.574,1
2.938,0.021,1
2.961,0.014,1
2.975,0.009,1
2.988,0.004,1
2.999,0,1
3,0,1
2.994,0.002,1
2.964,0.012,1
2.931,0.075,1
2.916,0.794,1
2.914,0.75,1
2.917,0.437,1
2.917,0.514,1
2.914,0.916,1
2.914,1.005,1
2.913,1.01,1
2.903,1.916,1
2.89,3.416,1
2.884,3.33,1
2.878,1.029,1
2.867,0.042,1
2.874,0.021,1
2.867,0.023,1
2.876,0.711,1
2.876,3.469,1
2.87,5.704,1
2.868,6.296,1
2.874,5.678,1
2.881,4.705,1
2.889,3.439,1
2.896,2.297,1
2.9,1.722,1
2.902,1.429,1
2.911,0.659,1
2.937,0.019,1
2.967,0.01,1
2.966,0.011,1
2.937,0.021,1
2.912,1.214,1
2.913,1.242,1
2.93,0.123,1
2.96,0.013,1
2.993,0.003,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
2.941,0.012,1
2.872,3.407,1
2.811,7.915,1
2.761,9.637,4
2.723,10.696,4
2.699,11.246,4
2.69,11.43,4
2.702,11.415,4
2.713,11.282,4
2.714,12.043,4
2.698,13.509,4
2.68,14.938,4
2.668,16.191,4
2.685,17.828,4
2.701,18.674,4
2.707,19.141,4
2.705,19.74,4
2.694,19.933,4
2.685,19.276,4
2.685,17.085,4
2.685,14.64,4
2.684,13.151,4
2.679,13.114,4
2.678,14.147,4
2.677,15.478,4
2.687,16.704,4
2.687,17.107,4
2.693,17.204,4
2.703,17.244,4
2.713,17.709,4
2.719,18.114,4
2.726,18.13,4
2.735,17.716,4
2.745,17.013,4
2.76,16.095,4
2.775,15.222,4
2.774,14.924,4
2.749,15.316,4
2.721,14.911,4
2.704,13.512,4
2.697,12.032,4
2.693,11.277,4
2.693,11.067,4
2.699,11.006,4
2.715,10.889,4
2.741,10.556,4
2.769,10.17,4
2.786,10.141,1
2.795,10.26,1
2.816,9.334,1
2.855,6.826,1
2.914,0.021,1
2.898,0.019,1
2.877,0.024,1
2.869,0.733,1
2.869,2.857,1
2.861,4.264,1
2.86,4.234,1
2.87,3.499,1
2.884,2.584,1
2.898,1.5,1
2.912,0.421,1
2.925,0.021,1
2.934,0.018,1
2.931,0.02,1
2.921,0.068,1
2.92,0.114,1
2.926,0.035,1
2.934,0.021,1
2.937,0.02,1
2.944,0.019,1
2.957,0.014,1
2.967,0.011,1
2.962,0.011,1
2.949,0.013,1
2.949,0.014,1
2.951,0.014,1
2.952,0.014,1
2.952,0.014,1
2.953,0.013,1
2.943,0.013,1
2.93,0.014,1
2.919,0.017,1
2.917,0.021,2
2.911,0.263,2
2.902,1.213,2
2.892,3.227,2
2.887,5.176,2
2.889,5.282,2
2.895,3.814,2
2.898,2.744,2
2.899,2.408,2
2.904,1.556,2
2.921,0.165,2
2.948,0.015,2
2.967,0.01,1
2.969,0.01,1
2.966,0.012,1
2.971,0.01,1
2.982,0.006,1
2.987,0.005,1
2.978,0.008,1
2.967,0.011,1
2.96,0.014,1
2.956,0.014,1
2.951,0.015,1
2.947,0.015,1
2.94,0.017,1
2.932,0.021,1
2.924,0.145,1
2.929,0.04,1
2.944,0.017,1
2.954,0.013,1
2.95,0.015,1
2.937,0.019,1
2.927,0.021,1
2.922,0.054,1
2.923,0.058,1
2.933,0.02,1
2.951,0.014,1
2.964,0.007,1
2.989,0.002,1
2.997,0.001,1
2.991,0.002,1
2.987,0.004,1
2.986,0.005,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
2.983,0.003,1
2.979,0.004,1
2.991,0.002,1
3,0,1
2.995,0.001,1
2.964,0.007,1
2.941,0.014,1
2.938,0.019,1
2.931,0.05,1
2.921,0.438,1
2.909,1.299,1
2.899,2.467,1
2.891,3.781,1
2.885,4.715,1
2.882,4.614,1
2.887,3.26,1
2.898,1.423,1
2.908,0.385,1
2.905,0.149,1
2.899,0.343,1
2.89,1.333,1
2.883,2.588,1
2.879,2.901,1
2.876,2.448,1
2.869,2.228,1
2.873,2.387,1
2.883,1.389,1
2.889,0.032,1
2.937,0.012,1
2.969,0.006,1
2.963,0.007,1
2.965,0.007,1
2.997,0.001,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
2.985,0.005,1
2.954,0.016,1
2.936,0.05,1
2.922,0.609,1
2.905,2.408,1
2.89,4.646,1
2.886,5.471,1
2.896,4.27,1
2.908,2.53,1
2.917,1.313,1
2.929,0.275,1
2.956,0.015,1
2.991,0.003,1
3,0,1
2.991,0.003,1
2.969,0.011,1
2.957,0.015,1
2.962,0.013,1
2.979,0.007,1
2.996,0.001,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
2.992,0.003,1
2.965,0.012,1
2.953,0.016,1
2.947,0.018,1
2.942,0.02,1
2.943,0.02,1
2.951,0.017,1
2.966,0.012,1
2.976,0.008,1
2.976,0.008,1
2.973,0.009,1
2.978,0.008,1
2.992,0.003,1
3,0,1
3,0,1
2.996,0.002,1
2.989,0.004,1
2.983,0.006,1
2.979,0.007,1
2.982,0.006,1
2.991,0.003,1
3,0,1
3,0,1
3,0,1
2.99,0.004,1
2.981,0.007,1
2.98,0.007,1
2.978,0.008,1
2.968,0.011,1
2.959,0.014,1
2.962,0.013,1
2.972,0.01,1
2.973,0.009,1
2.964,0.012,1
2.958,0.014,1
2.965,0.012,1
2.973,0.009,1
2.969,0.011,1
2.951,0.017,1
2.937,0.021,1
2.934,0.057,1
2.931,0.156,1
2.917,1.234,1
2.893,4.223,1
2.879,5.937,1
2.885,5.845,1
2.901,3.8,1
2.916,1.372,1
2.93,0.205,1
2.941,0.02,1
2.948,0.018,1
2.95,0.017,1
2.953,0.016,1
2.952,0.016,1
2.941,0.02,1
2.931,0.142,1
2.934,0.061,1
2.952,0.016,1
2.966,0.012,1
2.968,0.011,1
2.964,0.012,1
2.963,0.013,1
2.967,0.011,1
2.971,0.01,1
2.969,0.011,1
2.959,0.014,1
2.954,0.016,1
2.964,0.013,1
2.979,0.007,1
2.978,0.008,1
2.959,0.014,1
2.94,0.02,1
2.937,0.021,1
2.947,0.018,1
2.958,0.014,1
2.964,0.012,1
2.968,0.011,1
2.97,0.011,1
2.966,0.012,1
2.958,0.014,1
2.957,0.015,1
2.963,0.013,1
2.964,0.013,1
2.951,0.017,1
2.932,0.094,1
2.926,0.34,1
2.934,0.065,1
2.953,0.016,1
2.963,0.013,1
2.952,0.017,1
2.925,0.38,1
2.91,2.154,1
2.909,2.414,1
2.918,0.928,1
2.932,0.099,1
2.944,0.019,1
2.95,0.017,1
2.95,0.017,1
2.944,0.019,1
2.938,0.021,1
2.936,0.032,1
2.936,0.034,1
2.942,0.02,1
2.96,0.014,1
2.986,0.005,1
3,0,1
3,0,1
2.987,0.005,1
2.975,0.009,1
2.974,0.009,1
2.977,0.008,1
2.976,0.009,1
2.973,0.01,1
2.976,0.008,1
2.982,0.006,1
2.979,0.007,1
2.966,0.012,1
2.955,0.015,1
2.955,0.016,1
2.957,0.015,1
2.954,0.016,1
2.949,0.017,1
2.954,0.016,1
2.971,0.01,1
2.995,0.002,1
3,0,1
3,0,1
3,0,1
2.993,0.003,1
2.971,0.01,1
2.965,0.012,1
2.97,0.011,1
2.977,0.008,1
2.983,0.006,1
2.987,0.005,1
2.989,0.004,1
2.992,0.003,1
2.992,0.003,1
2.988,0.004,1
2.985,0.005,1
2.992,0.003,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
2.993,0.003,1
2.979,0.007,1
2.987,0.005,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
2.995,0.002,1
3,0,1
3,0,1
3,0,1
3,0,1
2.986,0.005,1
2.964,0.011,1
2.947,0.016,1
2.936,0.019,1
2.927,0.048,1
2.92,0.344,1
2.917,0.814,1
2.921,0.641,1
2.936,0.032,1
2.954,0.015,1
2.959,0.014,1
2.948,0.018,1
2.938,0.021,1
2.945,0.019,1
2.969,0.011,1
2.991,0.003,1
2.997,0.001,1
2.988,0.004,1
2.984,0.006,1
2.99,0.004,1
2.997,0.001,1
2.995,0.002,1
2.985,0.005,1
2.974,0.009,1
2.967,0.012,1
2.961,0.014,1
2.957,0.015,1
2.957,0.015,1
2.961,0.014,1
2.972,0.01,1
2.989,0.004,1
2.996,0.001,1
2.987,0.005,1
2.974,0.009,1
2.976,0.008,1
2.982,0.006,1
2.971,0.01,1
2.93,0.241,1
2.892,5.077,1
2.863,7.503,1
2.868,7.757,1
2.901,4.149,1
2.939,0.021,1
2.976,0.008,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
2.991,0.003,1
2.983,0.006,1
2.973,0.01,1
2.967,0.012,1
2.968,0.011,1
2.97,0.01,1
2.97,0.01,1
2.97,0.01,1
2.973,0.009,1
2.977,0.008,1
2.976,0.009,1
2.967,0.011,1
2.957,0.015,1
2.956,0.015,1
2.972,0.01,1
2.993,0.003,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
2.998,0.001,1
2.987,0.005,1
2.977,0.008,1
2.97,0.011,1
2.97,0.01,1
2.979,0.007,1
2.993,0.002,1
2.999,0,1
2.991,0.003,1
2.973,0.009,1
2.964,0.012,1
2.973,0.009,1
2.996,0.001,1
3,0,1
3,0,1
2.997,0.001,1
2.99,0.003,1
2.996,0.001,1
2.991,0.003,1
2.961,0.013,1
2.929,0.22,1
2.924,0.485,1
2.939,0.021,1
2.955,0.015,1
2.95,0.017,1
2.936,0.042,1
2.93,0.24,1
2.929,0.254,1
2.931,0.149,1
2.937,0.021,1
2.948,0.018,1
2.956,0.015,1
2.949,0.017,1
2.939,0.021,1
2.936,0.035,1
2.948,0.018,1
2.967,0.011,1
2.978,0.008,1
2.975,0.009,1
2.964,0.012,1
2.96,0.014,1
2.969,0.011,1
2.983,0.006,1
2.984,0.006,1
2.965,0.012,1
2.94,0.021,1
2.928,0.304,1
2.929,0.245,1
2.936,0.033,1
2.935,0.049,1
2.923,0.592,1
2.911,2.143,1
2.908,2.535,1
2.918,1.024,1
2.938,0.021,1
2.951,0.017,1
2.946,0.018,1
2.929,0.227,1
2.919,1.05,1
2.917,1.193,1
2.924,0.542,1
2.936,0.048,1
2.95,0.017,1
2.965,0.012,1
2.98,0.007,1
2.992,0.003,1
2.999,0,1
3,0,1
2.997,0.001,1
2.993,0.003,1
2.988,0.004,1
2.977,0.008,1
2.962,0.013,1
2.943,0.02,1
2.928,0.363,1
2.918,1.187,1
2.916,1.294,1
2.926,0.368,1
2.942,0.02,1
2.948,0.018,1
2.943,0.019,1
2.938,0.021,1
2.937,0.021,1
2.936,0.027,1
2.937,0.021,1
2.943,0.02,1
2.952,0.016,1
2.964,0.012,1
2.979,0.007,1
2.996,0.002,1
3,0,1
3,0,1
3,0,1
2.996,0.002,1
2.987,0.005,1
2.975,0.009,1
2.968,0.011,1
2.97,0.01,1
2.977,0.008,1
2.982,0.006,1
2.982,0.006,1
2.977,0.008,1
2.972,0.01,1
2.97,0.01,1
2.963,0.013,1
2.949,0.017,1
2.934,0.081,1
2.923,0.515,1
2.917,1.105,1
2.913,1.828,1
2.91,2.401,1
2.909,2.501,1
2.909,2.534,1
2.909,2.497,1
2.913,1.666,1
2.925,0.454,1
2.938,0.021,1
2.948,0.018,1
2.949,0.018,1
2.946,0.018,1
2.94,0.02,1
2.935,0.037,1
2.94,0.02,1
2.949,0.017,1
2.947,0.018,1
2.934,0.042,1
2.923,0.463,1
2.919,0.875,1
2.914,1.601,1
2.907,2.976,1
2.905,3.372,1
2.911,2.038,1
2.924,0.535,1
2.938,0.021,1
2.951,0.017,1
2.958,0.014,1
2.959,0.014,1
2.957,0.015,1
2.961,0.014,1
2.968,0.011,1
2.977,0.008,1
2.99,0.004,1
3,0,1
3,0,1
2.996,0.001,1
2.991,0.003,1
3,0,1
3,0,1
3,0,1
3,0,1
2.999,0,1
2.958,0.014,1
2.926,0.29,1
2.912,1.512,1
2.911,2.016,1
2.912,1.837,1
2.915,1.456,1
2.921,0.839,1
2.933,0.125,1
2.953,0.016,1
2.975,0.009,1
2.989,0.004,1
2.99,0.004,1
2.981,0.007,1
2.972,0.01,1
2.969,0.011,1
2.971,0.01,1
2.975,0.009,1
2.986,0.005,1
3,0,1
3,0,1
3,0,1
2.986,0.005,1
2.965,0.012,1
2.948,0.018,1
2.941,0.02,1
2.947,0.018,1
2.959,0.014,1
2.969,0.011,1
2.974,0.009,1
2.979,0.007,1
2.983,0.006,1
2.979,0.008,1
2.966,0.012,1
2.953,0.016,1
2.95,0.017,1
2.955,0.016,1
2.956,0.015,1
2.952,0.016,1
2.956,0.015,1
2.981,0.007,1
3,0,1
3,0,1
3,0,1
3,0,1
2.995,0.002,1
2.994,0.002,1
3,0,1
3,0,1
3,0,1
2.999,0,1
2.987,0.004,1
2.98,0.007,1
2.982,0.006,1
2.991,0.003,1
2.991,0.003,1
2.981,0.007,1
2.974,0.009,1
2.982,0.006,1
2.999,0,1
3,0,1
2.995,0.002,1
2.976,0.008,1
2.964,0.013,1
2.957,0.015,1
2.953,0.016,1
2.949,0.018,1
2.949,0.017,1
2.958,0.015,1
2.968,0.011,1
2.972,0.01,1
2.97,0.01,1
2.967,0.011,1
2.967,0.011,1
2.972,0.01,1
2.977,0.008,1
2.986,0.005,1
2.993,0.002,1
2.997,0.001,1
3,0,1
3,0,1
3,0,1
3,0,1
3,0,1
2.989,0.004,1
2.966,0.012,1
2.962,0.013,1
2.973,0.009,1
2.992,0.003,1
3,0,1
3,0,1
3,0,1
3,0,1
2.943,0.019,1
2.904,3.058,1
2.887,6.047,1
2.887,4.917,1
2.9,1.97,1
2.932,0.065,1
2.965,0.012,1
2.985,0.005,1
2.981,0.007,1
2.968,0.011,1
2.968,0.011,1
2.988,0.004,1
3,0,1
2.999,0.001,1
2.982,0.006,1
2.973,0.01,1
2.975,0.009,1
2.98,0.007,1
2.978,0.008,1
2.969,0.011,1
2.961,0.013,1
2.96,0.014,1
2.966,0.012,1
2.97,0.01,1
2.971,0.01,1
2.97,0.01,1
2.971,0.01,1
2.973,0.009,1
2.975,0.009,1
2.979,0.007,1
2.986,0.005,1
2.998,0.001,1
3,0,1
3,0,1
2.981,0.007,1
2.951,0.017,1
2.939,0.021,1
2.955,0.016,1
2.993,0.003,1
3,0,1
3,0,1
3,0,1
3,0,1
2.988,0.004,1
2.98,0.007,1
2.989,0.004,1
3,0,1
3,0,1
2.997,0.001,1
2.99,0.004,1
2.984,0.006,1
2.975,0.009,1
2.965,0.012,1
2.958,0.015,1
2.952,0.016,1
2.946,0.018,1
2.933,0.079,1
2.922,0.555,1
2.921,0.692,1
2.93,0.175,1
2.945,0.019,1
2.961,0.013,1
2.974,0.009,1
2.979,0.007,1
2.975,0.009,1
2.969,0.011,1
2.97,0.011,1
2.982,0.006,1
2.993,0.003,1
2.992,0.003,1
2.983,0.006,1
2.969,0.011,1
2.95,0.017,1
2.93,0.176,1
2.928,0.263,1
2.951,0.017,1
2.986,0.005,1
3,0,1
3,0,1
2.982,0.006,1
2.961,0.013,1
2.955,0.015,1
2.96,0.014,1
2.966,0.012,1
2.972,0.01,1
2.982,0.006,1
2.996,0.001,1
3,0,1
3,0,1
2.996,0.002,1
2.983,0.006,1
2.968,0.011,1
2.955,0.015,1
2.947,0.018,1
2.946,0.019,1
2.949,0.017,1
2.952,0.016,1
2.95,0.017,1
2.939,0.021,1
2.924,0.489,1
2.91,2.048,1
2.903,3.59,1
2.904,3.505,1
2.917,1.193,1
2.943,0.02,1
2.965,0.012,1
2.962,0.013,1
2.949,0.017,1
2.943,0.019,1
2.951,0.017,1
