TVD,SP1,DGA,QT,DEV,TENS,RT1,POR,RA45,PE,M4R2,GR1,AC,QCAL,RXO,M1RX,CNL,CN,KTH,RMSL,Y
2372.939,49.113,2.845,0.032,35.7,1183.052,3.59,0.031,1.048,7.413,1.975,105.447,299.906,1.001,2.128,2.566,18.028,17.36,98.879,2.619,1
2373.041,50.921,2.857,0.032,35.705,1182.354,3.691,1.609,1.092,7.373,2.07,103.54,294.922,1.001,2.509,3.281,18.499,17.82,97.436,3.352,1
2373.142,54.649,2.83,0.032,35.711,1182.354,3.776,5.594,1.123,7.292,2.157,98.684,292.711,1.001,2.857,5.636,19.636,18.929,94.625,5.428,1
2373.244,56.524,2.792,0.033,35.711,1182.354,3.833,8.271,1.136,7.104,2.22,93.168,299.188,1.001,3.041,10.197,20.79,20.053,90.908,5.58,1
2373.345,58.361,2.766,0.033,35.705,1182.354,3.855,10.752,1.101,6.907,2.241,88.73,310.331,1.001,2.99,6.433,21.655,20.896,87.147,3.533,1
2373.447,60.116,2.752,0.033,35.7,1182.354,3.819,12.647,1.069,6.953,2.21,86.116,313.331,1.001,2.839,3.274,22.575,21.793,83.756,3.029,4
2373.548,63.179,2.751,0.033,35.686,1182.354,3.754,13.857,1.033,7.339,2.12,85.237,310.234,1.001,2.708,3.321,24.014,23.196,81.167,3.469,4
2373.65,64.407,2.756,0.033,35.672,1182.354,3.667,14.678,1.001,7.729,1.985,85.304,308.543,1.001,2.546,5.128,25.665,24.808,79.358,3.683,4
2373.751,65.41,2.754,0.033,35.653,1180.96,3.475,15.774,0.94,7.861,1.829,84.337,307.728,1.001,2.258,6.509,26.831,25.946,77.947,3.643,4
2373.853,66.198,2.734,0.033,35.658,1180.96,3.393,17.839,0.905,7.877,1.676,80.91,311.942,1.001,1.847,4.665,27.069,26.179,76.186,2.31,4
2373.954,67.263,2.704,0.033,35.678,1180.96,3.339,20.637,0.869,7.95,1.543,75.284,328.358,1.001,1.452,3.525,26.658,25.778,73.929,0.706,4
2374.056,67.634,2.678,0.033,35.7,1182.354,3.322,23.217,0.829,8.04,1.44,70.277,351.97,1.001,1.166,2.489,26.112,25.245,71.296,0.739,4
2374.157,67.97,2.665,0.033,35.75,1186.537,3.386,24.51,0.791,8.048,1.374,67.879,367.402,1.001,1.033,1.804,25.692,24.834,68.901,0.746,4
2374.259,68.322,2.665,0.033,35.769,1187.234,3.455,24.326,0.803,7.984,1.341,68.096,372.335,1.001,1.02,1.778,25.443,24.59,67.706,0.803,4
2374.361,69.252,2.673,0.032,35.78,1187.234,3.539,23.118,0.832,7.939,1.338,69.551,368.994,1.001,1.124,2.394,25.322,24.473,69.767,1.006,4
2374.462,69.888,2.686,0.032,35.78,1186.537,3.627,21.644,0.873,7.967,1.362,72.65,356.44,1.001,1.324,3.343,25.298,24.45,75.519,1.497,4
2374.563,70.657,2.708,0.032,35.772,1183.052,3.783,20.066,0.927,8.017,1.402,78.053,338.779,1.001,1.528,3.999,25.362,24.512,81.819,1.546,4
2374.665,71.556,2.734,0.031,35.764,1181.657,3.837,18.422,0.931,8.064,1.451,83.852,329.311,1.001,1.666,4.316,25.414,24.562,86.02,1.496,4
2374.766,73.669,2.759,0.031,35.764,1180.96,3.872,16.863,0.916,8.083,1.494,88.258,330.722,1.001,1.762,4.255,25.346,24.496,87.564,1.49,4
2374.868,74.819,2.778,0.03,35.767,1180.96,3.885,15.672,0.887,8.064,1.521,91.073,336.73,1.001,1.855,4.762,25.364,24.514,87.613,1.903,4
2374.969,75.981,2.792,0.03,35.753,1181.657,3.875,15.101,0.833,8.061,1.523,92.854,341.902,1.001,1.891,5.388,25.859,24.996,87.118,1.858,4
2375.071,77.12,2.768,0.029,35.758,1181.657,3.855,17.478,0.813,8.106,1.499,92.854,346.635,1.001,1.787,5.307,26.84,25.956,86.548,1.41,4
2375.172,79.243,2.756,0.028,35.772,1181.657,3.828,19.197,0.803,8.165,1.457,91.002,347.02,1.001,1.58,5.453,27.681,26.777,85.953,1.128,4
2375.273,80.212,2.739,0.027,35.789,1180.263,3.794,21.144,0.792,8.221,1.404,88.435,340.372,1.001,1.373,4.898,28,27.088,84.784,0.853,4
2375.375,81.121,2.723,0.026,35.817,1177.474,3.709,22.758,0.74,8.278,1.348,86.028,332.389,1.002,1.235,4.033,28.063,27.149,83.073,0.797,4
2375.476,81.969,2.709,0.026,35.811,1177.474,3.668,24.056,0.703,8.341,1.295,83.328,327.418,1.002,1.171,3.714,28.309,27.389,81.206,0.77,4
2375.578,83.451,2.697,0.025,35.803,1179.566,3.632,25.026,0.663,8.394,1.247,80.446,323.283,1.002,1.166,3.758,28.686,27.759,79.479,0.744,4
2375.679,84.061,2.69,0.024,35.8,1182.354,3.616,25.642,0.636,8.431,1.202,78.664,322.249,1.002,1.186,4.245,28.865,27.933,78.33,0.77,4
2375.781,84.571,2.687,0.023,35.792,1186.537,3.676,26.075,0.63,8.462,1.162,78.188,327.045,1.002,1.19,5.107,28.902,27.969,77.501,0.797,4
2375.882,84.984,2.679,0.023,35.783,1187.932,3.78,26.367,0.651,8.501,1.129,77.905,335.364,1.003,1.134,5.253,28.884,27.951,76.822,0.686,4
2375.983,85.567,2.681,0.023,35.775,1188.629,3.949,26.886,0.683,8.539,1.103,76.86,345.392,1.004,1.035,4.478,28.421,27.498,76.189,0.646,4
2376.084,85.775,2.677,0.023,35.769,1186.537,4.178,26.748,0.71,8.567,1.093,75.787,351.621,1.004,0.934,3.662,27.095,26.205,74.642,0.635,4
2376.186,85.95,2.675,0.022,35.769,1178.869,4.772,25.423,0.763,8.593,1.102,76.174,351.269,1.004,0.875,3.219,24.615,23.784,71.727,0.669,4
2376.287,86.103,2.676,0.022,35.775,1174.686,5.092,22.859,0.791,8.624,1.136,78.165,344.815,1.004,0.872,3.081,21.352,20.601,68.63,0.778,4
2376.389,86.346,2.66,0.022,35.78,1171.2,5.399,18.994,0.827,8.66,1.206,80.387,331.184,1.003,0.948,3.282,17.885,17.221,66.95,1.027,4
2376.49,86.43,2.647,0.022,35.78,1167.714,5.673,15.541,0.877,8.689,1.316,81.222,310.874,1.002,1.142,3.659,15.047,14.457,67.32,1.539,4
2376.592,86.485,2.655,0.022,35.767,1164.229,6.067,13.559,1.006,8.71,1.471,80.722,291.206,1.002,1.538,4.516,13.193,12.653,70.033,2.252,4
2376.693,86.512,2.675,0.022,35.761,1163.531,6.171,12.796,1.072,8.722,1.684,79.745,275.836,1.002,2.358,10.175,12.335,11.817,75.1,2.732,4
2376.794,86.494,2.681,0.021,35.755,1163.531,6.218,12.323,1.122,8.725,1.946,79.248,262.119,1.003,3.557,28.084,12.16,11.647,79.819,2.197,4
2376.896,86.452,2.678,0.021,35.758,1164.229,6.221,11.824,1.15,8.73,2.243,79.456,252.312,1.005,4.528,40.74,12.289,11.773,81.626,2.224,4
2376.997,86.39,2.68,0.021,35.764,1166.32,6.147,11.524,1.153,8.747,2.541,80.094,248.607,1.005,4.333,18.526,12.531,12.008,79.74,2.436,4
2377.099,86.305,2.68,0.021,35.767,1167.714,6.09,11.376,1.145,8.774,2.794,80.867,247.981,1.005,3.736,10.04,12.769,12.24,76.69,2.596,4
2377.2,86.061,2.688,0.021,35.775,1169.109,6.025,11.387,1.149,8.797,2.961,82.032,246.195,1.005,3.443,9.022,12.864,12.332,75.234,2.757,4
2377.302,85.901,2.691,0.021,35.78,1171.2,5.954,11.141,1.165,8.793,3.023,83.17,243.958,1.006,3.378,8.666,12.743,12.214,76.264,2.776,4
2377.403,85.719,2.693,0.021,35.78,1171.897,5.81,11.152,1.203,8.754,3.001,83.111,243.034,1.006,3.34,7.287,12.555,12.031,77.827,3.03,4
2377.504,85.518,2.684,0.021,35.775,1171.897,5.741,11.316,1.21,8.721,2.919,81.727,243.731,1.006,3.216,6.055,12.546,12.022,78.107,2.949,4
2377.606,85.075,2.679,0.022,35.769,1171.2,5.677,11.64,1.2,8.744,2.813,80.596,245.143,1.006,3.014,6.973,12.762,12.233,77.586,2.148,4
2377.707,84.836,2.684,0.022,35.775,1170.503,5.62,11.749,1.174,8.797,2.704,81.201,246.411,1.006,2.786,6.993,13.02,12.484,77.196,2.699,4
2377.809,84.586,2.688,0.022,35.792,1167.017,5.559,11.442,1.097,8.787,2.611,82.834,247.749,1.006,2.581,5.703,13.129,12.59,77.786,3.001,4
2377.91,84.323,2.7,0.023,35.8,1166.32,5.565,11.414,1.069,8.7,2.54,84.168,248.633,1.005,2.413,7.014,13.102,12.563,79.175,3.014,4
2378.011,83.756,2.702,0.023,35.811,1166.32,5.604,11.298,1.059,8.646,2.494,85.036,248.132,1.005,2.298,5.58,13.064,12.526,80.996,2.209,4
2378.113,83.453,2.7,0.023,35.819,1166.32,5.677,11.068,1.066,8.668,2.475,85.682,247.19,1.005,2.263,4.183,13.044,12.507,82.718,1.868,4
2378.214,83.139,2.703,0.023,35.825,1164.926,5.912,11.02,1.102,8.592,2.479,85.985,246.477,1.005,2.289,4.684,13.096,12.558,83.902,2.03,4
2378.316,82.82,2.705,0.024,35.828,1164.926,6.075,11.122,1.11,8.295,2.505,85.989,245.263,1.005,2.345,5.167,13.378,12.833,84.751,2.408,4
2378.417,82.179,2.709,0.024,35.825,1164.926,6.261,11.502,1.106,8.007,2.55,86.114,243.667,1.005,2.427,4.98,13.974,13.412,85.289,2.646,4
2378.518,81.868,2.708,0.024,35.822,1164.926,6.461,11.956,1.092,7.895,2.609,86.529,243.861,1.005,2.575,6.482,14.747,14.165,84.784,2.65,4
2378.62,81.566,2.714,0.024,35.819,1164.926,6.86,12.613,1.08,7.886,2.679,86.777,248.195,1.005,2.847,11.354,15.269,14.673,83.13,2.582,4
2378.721,81.273,2.704,0.024,35.817,1166.32,7.046,12.982,1.094,7.889,2.755,85.782,254.607,1.005,3.176,12.1,15.277,14.682,81.3,1.965,4
2378.823,80.704,2.7,0.024,35.814,1167.714,7.214,13.21,1.123,7.905,2.83,84.418,258.389,1.005,3.341,9.051,14.863,14.278,80.564,1.566,4
2378.924,80.423,2.702,0.024,35.814,1168.411,7.357,12.892,1.162,7.955,2.903,84.275,258.577,1.005,3.161,6.955,14.32,13.75,80.408,1.234,4
2379.025,80.142,2.699,0.024,35.83,1168.411,7.552,12.052,1.219,8.008,2.972,85.257,256.176,1.004,2.875,5.557,13.829,13.271,78.904,1.533,4
2379.126,79.865,2.706,0.024,35.839,1168.411,7.582,12.066,1.224,8.01,3.042,85.289,250.857,1.004,2.743,5.321,13.667,13.113,76.27,2.093,4
2379.228,79.334,2.693,0.024,35.842,1168.411,7.57,12.631,1.211,7.998,3.113,83.598,245.141,1.004,2.88,6.651,14.078,13.514,74.572,2.103,4
2379.329,79.083,2.685,0.024,35.842,1167.017,7.525,13.926,1.19,8.061,3.185,81.323,243.334,1.004,3.214,8.672,15.126,14.534,74.535,1.974,4
2379.431,78.841,2.679,0.024,35.853,1165.623,7.338,15.044,1.147,8.181,3.248,80.104,246.321,1.005,3.601,10.485,16.391,15.766,75.315,2.007,4
2379.532,78.604,2.687,0.024,35.864,1165.623,7.2,15.867,1.134,8.245,3.283,80.251,252.305,1.004,3.841,10.5,17.247,16.6,76.053,1.883,4
2379.633,78.121,2.689,0.024,35.872,1165.623,7.046,15.907,1.119,8.22,3.273,81.11,260.581,1.004,3.922,11.416,17.5,16.846,76.664,1.654,4
2379.735,77.86,2.691,0.024,35.872,1165.623,6.886,15.951,1.098,8.186,3.201,81.501,270.212,1.004,3.899,12.565,17.646,16.988,77.181,1.572,4
2379.836,77.576,2.69,0.024,35.867,1165.623,6.59,16.14,1.035,8.183,3.064,81.045,278.459,1.004,3.756,11.037,17.989,17.322,77.671,1.439,4
2379.937,77.265,2.68,0.025,35.869,1164.926,6.483,16.247,0.991,8.127,2.881,80.269,283.484,1.004,3.424,11.113,18.468,17.789,78.003,1.32,4
2380.039,76.561,2.685,0.027,35.875,1164.229,6.415,16.888,0.945,7.938,2.673,79.906,285.924,1.004,2.929,11.078,19.046,18.352,77.614,1.479,4
2380.14,76.174,2.683,0.028,35.88,1162.834,6.386,17.642,0.914,7.685,2.469,79.725,287.252,1.004,2.471,7.771,19.778,19.066,76.54,1.518,4
2380.241,75.771,2.685,0.029,35.897,1161.44,6.493,18.736,0.904,7.49,2.285,78.945,288.439,1.004,2.161,5.452,20.472,19.743,75.674,1.607,4
2380.343,75.358,2.678,0.031,35.908,1161.44,6.638,19.129,0.921,7.368,2.138,77.661,289.501,1.004,1.986,5.276,20.508,19.778,75.597,1.52,4
2380.444,74.524,2.672,0.032,35.919,1162.137,6.831,18.252,0.941,7.307,2.03,76.967,288.848,1.004,1.837,6.175,19.466,18.762,75.835,0.927,4
2380.545,74.105,2.679,0.033,35.925,1162.834,7.064,16.631,0.958,7.333,1.963,77.911,284.728,1.004,1.675,5.751,17.738,17.079,75.964,0.909,4
2380.646,73.685,2.684,0.035,35.936,1164.229,7.615,14.705,0.969,7.421,1.941,79.986,277.62,1.004,1.568,3.838,16.031,15.416,75.562,1.272,4
2380.748,73.263,2.691,0.036,35.939,1164.229,7.905,13.396,0.97,7.472,1.961,81.71,269.756,1.004,1.583,3.198,14.719,14.138,75.202,1.936,4
2380.849,72.429,2.695,0.037,35.936,1164.229,8.188,12.612,0.985,7.465,2.024,83.002,261.885,1.004,1.758,4.399,13.898,13.338,75.522,2.089,4
2380.95,72.034,2.694,0.037,35.936,1163.531,8.451,12.111,1.01,7.484,2.133,83.976,255.26,1.004,2.072,9.833,13.504,12.954,76.183,1.984,4
2381.051,71.668,2.695,0.038,35.936,1162.834,8.863,12,1.073,7.573,2.287,84.004,252.312,1.004,2.365,11.984,13.41,12.863,76.238,2.028,4
2381.152,71.345,2.689,0.039,35.944,1162.137,8.997,11.935,1.099,7.738,2.49,83.156,252.529,1.004,2.523,7.206,13.494,12.945,75.141,2.514,4
2381.254,70.839,2.693,0.04,35.958,1162.137,9.087,11.921,1.105,7.91,2.737,82.588,251.828,1.004,2.723,5.93,13.734,13.179,73.391,3.087,4
2381.355,70.649,2.695,0.041,35.967,1162.137,9.149,11.698,1.097,7.847,3.018,83.367,249.059,1.004,3.293,7.496,14.374,13.802,72.571,6.406,4
2381.456,70.484,2.705,0.042,35.953,1162.137,9.234,11.966,1.059,7.436,3.312,84.422,248.069,1.004,4.712,20.452,15.632,15.027,73.379,13.799,4
2381.557,70.327,2.709,0.042,35.947,1162.137,9.281,12.609,1.05,6.904,3.582,84.151,252.119,1.004,6.388,43.888,17.116,16.473,74.16,2.609,4
2381.658,69.979,2.705,0.042,35.947,1160.743,9.34,13.706,1.06,6.585,3.792,82.857,258.367,1.004,6.721,32.185,18.171,17.5,74.296,2.328,4
2381.76,69.78,2.697,0.042,35.95,1160.743,9.413,14.876,1.084,6.564,3.911,81.631,262.385,1.004,5.365,27.013,18.218,17.545,74.762,2.174,4
2381.861,69.574,2.682,0.043,35.961,1160.046,9.599,15.135,1.174,6.769,3.957,80.431,263.531,1.004,4.005,19.031,17.167,16.522,76.778,1.421,4
2381.962,69.374,2.681,0.043,35.953,1160.046,9.703,14.189,1.209,7.151,3.961,78.742,260.619,1.004,3.19,9.572,15.017,14.428,78.815,1.103,4
2382.063,69.048,2.673,0.043,35.95,1160.046,9.804,12.646,1.23,7.659,3.964,77.153,250.5,1.004,2.926,6.565,12.759,12.23,77.062,1.476,4
2382.164,68.94,2.673,0.044,35.964,1159.349,9.899,11.114,1.242,8.192,3.994,77.528,237.073,1.004,3.104,6.799,11.209,10.72,72.168,2.73,4
2382.265,68.873,2.675,0.044,35.983,1158.651,10.073,9.936,1.246,8.703,4.07,79.418,227.412,1.004,3.848,14.115,10.509,10.04,68.447,3.808,4
2382.367,68.849,2.68,0.044,35.972,1157.954,10.17,9.506,1.26,9.152,4.195,80.919,226.943,1.004,5.018,37.785,10.303,9.839,68.575,3.338,4
2382.468,68.933,2.685,0.044,35.955,1158.651,10.277,9.599,1.289,9.424,4.361,81.425,235.054,1.004,5.755,58.562,10.361,9.895,70.246,3.468,4
2382.569,69.042,2.688,0.044,35.933,1158.651,10.397,9.822,1.325,9.402,4.566,81.983,246.214,1.004,5.445,29.275,10.705,10.23,71.48,3.725,4
2382.67,69.194,2.686,0.044,35.914,1161.44,10.665,10.09,1.382,9.088,4.801,82.429,252.42,1.004,4.826,14.387,11.225,10.736,71.914,3.915,4
2382.771,69.385,2.69,0.044,35.914,1163.531,10.804,10.736,1.393,8.742,5.061,81.919,254.744,1.004,4.544,11.51,11.697,11.196,72.165,3.495,4
2382.873,69.851,2.681,0.044,35.914,1164.926,10.94,11.2,1.388,8.582,5.338,80.449,256.074,1.004,4.734,10.567,11.936,11.428,73.364,3.592,4
2382.974,70.106,2.673,0.044,35.922,1167.017,11.074,11.786,1.371,8.531,5.606,78.438,254.077,1.004,5.449,11.419,12.026,11.516,75.68,3.703,4
2383.075,70.36,2.673,0.044,35.933,1169.109,11.312,12.389,1.356,8.433,5.838,77.171,250.209,1.003,6.916,15.266,12.14,11.627,77.821,3.687,4
2383.176,70.602,2.673,0.044,35.939,1169.806,11.414,12.609,1.366,8.315,5.98,78.204,249.419,1.003,2.396,33.546,12.409,11.889,78.248,3.678,4
2383.277,71.003,2.687,0.044,35.942,1169.109,11.508,12.45,1.382,8.21,6.016,81.591,250.568,1.004,2.396,52.61,12.898,12.365,77.548,3.523,4
2383.379,71.147,2.695,0.044,35.944,1168.411,11.596,12.491,1.4,8.139,5.945,83.98,251.291,1.004,8.82,31.382,13.665,13.112,77.04,3.368,4
2383.48,71.252,2.699,0.044,35.953,1168.411,11.776,13.676,1.411,8.119,5.796,83.308,251.786,1.004,6.592,14.774,14.777,14.194,77.72,2.879,4
2383.581,71.325,2.689,0.044,35.953,1169.806,11.884,15.47,1.399,8.12,5.62,80.861,253.299,1.005,5.174,10.868,16.257,15.635,78.608,3.068,4
2383.682,71.421,2.683,0.044,35.95,1171.2,12.006,17.44,1.378,8.098,5.455,79.26,258.055,1.004,4.64,8.982,18.006,17.339,78.71,2.426,4
2383.783,71.463,2.682,0.045,35.953,1173.292,12.146,19.358,1.364,8.054,5.326,78.905,266.993,1.004,4.665,7.879,19.602,18.894,78.052,1.92,4
2383.885,71.504,2.677,0.045,35.967,1174.686,12.457,20.432,1.37,8.016,5.238,78,277.78,1.005,5.03,10.541,20.383,19.656,76.925,1.966,4
2383.986,71.542,2.671,0.045,35.969,1175.383,12.614,20.801,1.395,7.979,5.194,76.022,287.128,1.004,5.447,14.156,19.845,19.131,75.301,2.075,4
2384.087,71.601,2.665,0.045,35.969,1175.383,12.761,19.99,1.42,7.935,5.185,73.639,291.541,1.005,5.547,12.805,18.041,17.373,72.898,1.325,4
2384.188,71.623,2.663,0.045,35.964,1174.686,12.894,18.255,1.439,7.914,5.203,72.304,288.091,0.998,5.325,10.85,15.771,15.162,69.64,1.469,4
2384.289,71.639,2.659,0.045,35.95,1170.503,13.092,15.623,1.433,7.932,5.243,72.59,277.023,0.998,5.085,9.798,13.857,13.299,66.667,1.562,4
2384.391,71.647,2.664,0.045,35.953,1169.806,13.154,13.877,1.412,7.956,5.288,74.007,263.333,0.998,5.134,14.547,12.723,12.195,65.41,1.582,4
2384.492,71.624,2.666,0.045,35.955,1170.503,13.197,12.655,1.392,7.964,5.319,76.138,250.75,0.998,5.489,20.332,12.18,11.666,66.737,2.568,4
2384.593,71.583,2.671,0.045,35.955,1171.2,13.223,11.935,1.384,7.946,5.306,78.321,241.455,0.998,5.915,15.998,11.957,11.449,70.158,2.658,4
2384.694,71.52,2.68,0.045,35.955,1172.594,13.217,11.808,1.395,7.873,5.229,78.753,237.301,0.998,6.082,13.038,11.761,11.259,73.624,2.493,4
2384.795,71.437,2.676,0.045,35.955,1173.292,13.181,11.702,1.41,7.743,5.074,77.694,237.854,0.998,5.847,12.836,11.616,11.117,76.142,2.566,4
2384.896,71.22,2.667,0.045,35.955,1174.686,13.125,11.36,1.42,7.595,4.849,77.103,239.801,0.998,5.35,13.421,11.71,11.209,77.714,3.154,4
2384.998,71.085,2.671,0.045,35.961,1174.686,13.042,11.013,1.417,7.47,4.585,78.253,240.997,0.998,4.912,10.977,11.995,11.486,78.146,3.386,4
2385.099,70.932,2.679,0.045,35.961,1173.989,12.816,10.844,1.364,7.399,4.31,79.338,241.542,0.998,4.716,10.001,12.272,11.755,77.313,3.089,4
2385.2,70.758,2.672,0.045,35.958,1173.292,12.683,10.899,1.331,7.385,4.049,78.661,241.324,0.998,4.55,24.658,12.369,11.85,75.493,2.468,4
2385.301,70.354,2.676,0.045,35.967,1173.292,12.54,11.457,1.308,7.367,3.814,77.661,240.249,0.998,4.16,37.28,12.311,11.794,73.609,3.328,4
2385.402,70.129,2.673,0.045,35.972,1173.292,12.386,11.615,1.291,7.329,3.61,78.653,238.956,0.998,3.627,19.968,12.285,11.768,72.694,4.269,4
2385.504,69.894,2.684,0.045,35.978,1175.383,11.998,11.883,1.285,7.291,3.43,81.705,239.064,0.998,3.261,8.348,12.678,12.152,73.426,3.893,4
2385.605,69.648,2.7,0.045,35.978,1176.08,11.742,12.726,1.267,7.27,3.265,83.761,243.049,0.998,3.111,7.821,13.633,13.08,75.519,2.657,4
2385.706,69.122,2.698,0.045,35.955,1176.08,11.429,13.979,1.234,7.265,3.107,83.429,250.838,0.998,3.083,9.786,14.877,14.292,77.182,2.47,4
2385.807,68.835,2.689,0.044,35.928,1176.08,11.06,14.949,1.184,7.268,2.947,81.657,257.777,0.998,3.045,9.868,15.731,15.123,77.37,2.032,4
2385.908,68.531,2.688,0.044,35.875,1174.686,10.204,15.176,1.048,7.267,2.783,81.041,261.25,0.998,2.981,7.908,16.021,15.406,76.795,1.714,4
2386.01,68.209,2.688,0.044,35.855,1173.292,9.769,14.787,0.991,7.253,2.614,81.895,264.139,0.998,2.928,12.103,16.104,15.486,76.5,1.27,4
2386.111,67.512,2.688,0.043,35.842,1171.897,9.373,15.155,0.948,7.225,2.444,81.749,268.459,0.998,2.832,23.157,16.42,15.794,76.499,1.326,4
2386.212,67.136,2.682,0.043,35.83,1171.897,9.036,16.885,0.926,7.19,2.278,79.126,274.202,0.998,2.595,19.304,17.182,16.537,76.185,2.242,4
2386.313,66.74,2.666,0.043,35.808,1173.292,8.609,19.235,0.93,7.169,2.125,75.077,282.599,0.998,2.24,11.981,18.583,17.901,75.212,1.727,4
2386.414,66.324,2.665,0.041,35.819,1173.989,8.515,21.718,0.935,7.214,1.991,72.528,292.793,0.998,1.879,7.927,20.403,19.675,74.34,1.101,4
2386.516,65.424,2.66,0.04,35.842,1173.292,8.472,22.039,0.942,7.348,1.884,72.252,299.757,0.998,1.603,6.052,21.73,20.969,74.374,0.758,4
2386.617,64.942,2.663,0.038,35.872,1171.897,8.472,20.872,0.944,7.547,1.808,73.644,298.108,0.998,1.433,5.095,21.505,20.75,74.901,0.721,4
2386.719,64.442,2.669,0.037,35.93,1169.806,8.481,18.214,0.964,7.748,1.766,76.114,287.099,0.998,1.366,4.663,19.835,19.122,75.249,0.838,4
2386.82,63.924,2.687,0.035,35.95,1169.806,8.454,14.986,0.99,7.893,1.762,79.182,272.343,0.998,1.42,4.772,17.694,17.036,74.914,0.996,4
2386.921,62.841,2.697,0.034,35.972,1171.2,8.405,12.138,1.025,7.994,1.792,81.689,260.298,0.998,1.597,5.528,15.772,15.163,74.671,1.534,4
2387.022,62.28,2.7,0.032,35.989,1175.383,8.335,10.584,1.07,8.102,1.852,82.95,252.912,0.998,1.899,7.158,14.288,13.719,75.147,2.482,4
2387.124,61.708,2.698,0.031,36.005,1185.84,8.164,10.162,1.141,8.221,1.939,83.289,249.834,0.998,2.246,9.323,13.196,12.655,75.615,2.628,4
2387.225,61.128,2.695,0.031,36.005,1190.023,8.077,9.811,1.155,8.368,2.039,83.36,250.68,0.998,2.48,9.44,12.471,11.949,75.254,2.358,4
2387.326,59.936,2.69,0.031,36.005,1192.811,7.992,9.704,1.159,8.494,2.143,83.03,252.566,0.998,2.522,7.036,12.072,11.561,74.709,2.419,4
2387.427,59.319,2.688,0.032,36.003,1192.811,7.916,9.941,1.152,8.601,2.237,82.21,252.716,0.998,2.468,5.689,11.898,11.392,75.731,2.668,4
2387.528,58.68,2.681,0.032,35.997,1186.537,7.777,10.153,1.15,8.799,2.315,81.056,250.794,0.998,2.428,5.132,11.804,11.3,78.536,2.457,4
2387.629,58.016,2.679,0.033,35.992,1181.657,7.714,10.493,1.166,9.056,2.372,79.82,248.381,0.998,2.411,5.1,11.653,11.154,81.25,2.556,4
2387.73,56.606,2.678,0.033,35.989,1178.172,7.65,10.666,1.186,9.201,2.412,78.971,246.179,0.998,2.403,5.099,11.446,10.952,81.932,2.424,4
2387.832,55.861,2.673,0.034,35.983,1176.777,7.59,10.444,1.203,9.251,2.44,79.068,243.581,0.998,2.429,5.019,11.25,10.76,81.197,2.638,4
2387.933,55.088,2.678,0.034,35.972,1177.474,7.506,10.334,1.196,9.265,2.462,79.592,239.907,0.998,2.528,4.826,11.093,10.608,79.874,3.189,4
2388.034,54.286,2.683,0.034,35.967,1180.263,7.491,10.157,1.178,9.22,2.484,80.434,236.312,0.998,2.642,5.867,10.956,10.474,77.633,3.275,4
2388.135,52.591,2.689,0.034,35.958,1182.354,7.498,9.694,1.154,9.153,2.51,82.682,235.904,0.998,2.685,7.847,10.925,10.444,74.535,3.127,4
2388.236,51.7,2.707,0.034,35.95,1183.749,7.531,9.197,1.142,9.141,2.544,86.102,239.451,0.998,2.62,6.363,11.125,10.639,72.529,2.616,4
2388.337,50.786,2.712,0.034,35.944,1186.537,7.635,8.908,1.179,9.147,2.587,88.119,244.878,0.998,2.523,5.667,11.524,11.027,73.532,2.128,4
2388.438,49.856,2.711,0.034,35.947,1186.537,7.694,9.366,1.219,9.106,2.639,87.534,249.345,0.998,2.463,4.908,11.902,11.395,77.489,1.762,4
2388.54,47.966,2.702,0.034,35.953,1186.537,7.74,9.738,1.26,9.119,2.699,86.016,251.633,0.998,2.526,3.679,12.08,11.568,82.137,2.05,4
2388.641,47.008,2.698,0.034,35.958,1185.84,7.765,9.642,1.287,9.186,2.76,85.427,251.338,0.998,2.759,3.693,11.973,11.465,85.598,2.636,4
2388.742,46.043,2.701,0.034,35.964,1183.052,7.715,9.521,1.276,9.171,2.816,85.155,249.39,0.998,3.156,6.089,11.609,11.11,87.084,3.589,4
2388.843,45.076,2.696,0.035,35.958,1180.263,7.638,9.742,1.24,9.095,2.855,83.567,248.267,0.998,3.444,15.328,11.215,10.726,86.39,3.495,4
2388.945,43.169,2.684,0.035,35.953,1177.474,7.525,10.53,1.2,9.225,2.871,80.376,251.402,0.998,3.42,17.274,11.126,10.64,84.169,3.028,4
2389.046,42.251,2.671,0.035,35.95,1174.686,7.381,11.36,1.166,9.365,2.851,77.511,256.517,0.998,3.174,6.286,11.433,10.939,81.646,2.24,4
2389.147,41.37,2.671,0.035,35.958,1171.2,7.014,12.049,1.125,9.421,2.794,76.808,260.348,0.998,2.962,4.501,11.936,11.429,80.482,1.981,4
2389.248,40.538,2.674,0.035,35.975,1170.503,6.806,12.31,1.121,9.453,2.703,78.301,262.817,0.998,2.822,4.771,12.488,11.965,80.256,1.854,4
2389.349,39.078,2.683,0.035,35.994,1171.897,6.593,12.709,1.113,9.409,2.582,80.051,264.026,0.998,2.702,4.265,13.259,12.716,79.938,1.812,4
2389.45,38.481,2.686,0.035,36.011,1173.292,6.388,13.565,1.097,9.301,2.444,80.231,264.961,0.998,2.59,4.323,14.512,13.936,79.464,1.408,4
2389.552,37.993,2.687,0.035,36.017,1174.686,6.021,14.395,1.034,9.154,2.3,80.401,270.092,0.998,2.498,5.241,16.331,15.707,79.535,1.789,4
